rank,publication_id,doi,url,pmid,pmcid,title,source_title,anthology_title,publisher,mesh_terms,pubyear,volume,issue,pagination,open_access,publication_type,authors,authors_affiliations,research_organizations_-_standardized,grid_ids,city_of_research_organization,state_of_research_organization,country_of_research_organization,funder,funder_group,funder_country,uids_of_supporting_grants,supporting_grants,times_cited,recent_citations,rcr,fcr,source_linkout,dimensions_url,for_(anzsrc)_categories,for_1,for_2,for_3,for_4,for_5,rcdc_categories,rcdc_1,rcdc_2,rcdc_3,rcdc_4,rcdc_5,hrcs_hc_categories,hrcs_hc_1,hrcs_hc_2,hrcs_hc_3,hrcs_hc_4,hrcs_hc_5,hrcs_rac_categories,hrcs_rac_1,hrcs_rac_2,hrcs_rac_3,hrcs_rac_4,hrcs_rac_5,health_research_areas,broad_research_areas,icrp_cancer_types,icrp_cancer_types_1,icrp_cancer_types_2,icrp_cancer_types_3,icrp_cancer_types_4,icrp_cancer_types_5,icrp_cso_categories,icrp_cso_1,icrp_cso_2,icrp_cso_3,icrp_cso_4,icrp_cso_5,domain,search_note,norm_rank,dataset
461,pub.1110227705,10.1016/j.jand.2018.09.003,www.doi.org/10.1016/j.jand.2018.09.003,30502034,,WIC Recipients in the Retail Environment: A Qualitative Study Assessing Customer Experience and Satisfaction,Journal of the Academy of Nutrition and Dietetics,,Elsevier,,2019,119,JAMA 307 5 2012,416-424.e2,Closed,article,"Chauvenet, Christina; De Marco, Molly; Barnes, Carolyn; Ammerman, Alice S.","Chauvenet, Christina (); De Marco, Molly (); Barnes, Carolyn (); Ammerman, Alice S. ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1110227705,1117 Public Health and Health Services; 1701 Psychology,1117 Public Health and Health Services,1701 Psychology,,,,Prevention; Behavioral and Social Science; Pediatric; Clinical Trials and Supportive Activities; Clinical Research; Nutrition,Prevention,Behavioral and Social Science,Pediatric,Clinical Trials and Supportive Activities,Clinical Research,,,,,,,3.1 Primary prevention interventions to modify behaviours or promote well-being,3.1 Primary prevention interventions to modify behaviours or promote well-being,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.740740741,dataset-346
458,pub.1051742109,10.1177/0890334416679619,www.doi.org/10.1177/0890334416679619,28135478,PMC5366039,"Likelihood of Breastfeeding Within the USDA’s Food and Nutrition Service Special Supplemental Nutrition Program for Women, Infants, and Children Population",Journal of Human Lactation,,SAGE Publications,"Breast Feeding; Child, Preschool; Female; Food Assistance; Health Promotion; Humans; Infant; Infant, Newborn; Mothers; Socioeconomic Factors; United States; United States Department of Agriculture",2017,33,1,83-97,All OA; Bronze,article,"Houghtaling, Bailey; Shanks, Carmen Byker; Jenkins, Mica","Houghtaling, Bailey (Virginia Tech); Shanks, Carmen Byker (Montana State University); Jenkins, Mica (World Food Programme)",Virginia Tech; World Food Programme; Montana State University,grid.438526.e; grid.452890.2; grid.41891.35,Blacksburg; Rome; Bozeman,Virginia; ; Montana,United States; Italy; United States,National Institute of General Medical Sciences,NIH,United States,grant.2437908; grant.3805664,P20GM104417; P20GM103474,3,3,2,2.21,http://journals.sagepub.com/doi/pdf/10.1177/0890334416679619,https://app.dimensions.ai/details/publication/pub.1051742109,1117 Public Health and Health Services; 1605 Policy and Administration,1117 Public Health and Health Services,1605 Policy and Administration,,,,Prevention; Pediatric; Nutrition; Behavioral and Social Science,Prevention,Pediatric,Nutrition,Behavioral and Social Science,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.735909823,dataset-346
444,pub.1033297379,10.1016/j.jand.2016.11.002,www.doi.org/10.1016/j.jand.2016.11.002,28017594,,"Delivering Summer Electronic Benefit Transfers for Children through the Supplemental Nutrition Assistance Program or the Special Supplemental Nutrition Program for Women, Infants, and Children: Benefit Use and Impacts on Food Security and Foods Consumed",Journal of the Academy of Nutrition and Dietetics,,Elsevier,Adolescent; Child; Family Characteristics; Female; Food Assistance; Food Supply; Humans; Male; Nutrition Policy; Poverty; Program Evaluation; Random Allocation; Seasons; United States,2017,117,3,367-375.e2,Closed,article,"Gordon, Anne R.; Briefel, Ronette R.; Collins, Ann M.; Rowe, Gretchen M.; Klerman, Jacob A.","Gordon, Anne R. (); Briefel, Ronette R. (); Collins, Ann M. (); Rowe, Gretchen M. (); Klerman, Jacob A. ()",,,,,,,,,,,6,6,0.57,3.5,,https://app.dimensions.ai/details/publication/pub.1033297379,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Pediatric; Clinical Research,Pediatric,Clinical Research,,,,,,,,,,3.3 Nutrition and chemoprevention,3.3 Nutrition and chemoprevention,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.713365539,dataset-346
435,pub.1111993380,10.1542/peds.2018-2274,www.doi.org/10.1542/peds.2018-2274,30733238,,Food and Beverage Intake From 12 to 23 Months by WIC Status,Pediatrics,,American Academy of Pediatrics (AAP),,2019,143,3,e20182274,Closed,article,"Hamner, Heather C.; Paolicelli, Courtney; Casavale, Kellie O.; Haake, Melanie; Bartholomew, Anne","Hamner, Heather C. (National Center for Chronic Disease Prevention and Health Promotion); Paolicelli, Courtney (Food and Nutrition Service); Casavale, Kellie O. (Montgomery County Department of Health and Human Services); Haake, Melanie (Food and Nutrition Service); Bartholomew, Anne (Food and Nutrition Service)",Montgomery County Department of Health and Human Services; National Center for Chronic Disease Prevention and Health Promotion; Food and Nutrition Service,grid.414212.0; grid.416781.d; grid.478135.c,Rockville; Atlanta; Alexandria,Maryland; Georgia; Virginia,United States; United States; United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1111993380,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Pediatric; Nutrition,Pediatric,Nutrition,,,,,,,,,,3.3 Nutrition and chemoprevention,3.3 Nutrition and chemoprevention,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.698872786,dataset-346
426,pub.1017460370,10.1016/j.outlook.2013.05.010,www.doi.org/10.1016/j.outlook.2013.05.010,23993250,PMC4355911,"WIC (The Special Supplemental Nutrition Program for Women, Infants, and Children): Policy versus practice regarding breastfeeding",Nursing Outlook,,Elsevier,"Breast Feeding; Counseling; Female; Health Promotion; Humans; Infant; Infant Formula; Organizational Policy; Peer Group; Program Evaluation; Societies, Nursing; United States",2013,61,6,466-470,"All OA; Green, Accepted",article,"Baumgartel, Kelley L.; Spatz, Diane L.; Panel, American Academy of Nursing Expert Breastfeeding","Baumgartel, Kelley L. (University of Pittsburgh); Spatz, Diane L. (University of Pennsylvania); Panel, American Academy of Nursing Expert Breastfeeding (University of Pittsburgh; University of Pennsylvania)",University of Pennsylvania; University of Pittsburgh,grid.25879.31; grid.21925.3d,Philadelphia; Pittsburgh,Pennsylvania; Pennsylvania,United States; United States,National Institute of Nursing Research,NIH,United States,grant.2685523,T32NR009759,15,8,1.3,2.42,http://europepmc.org/articles/pmc4355911?pdf=render,https://app.dimensions.ai/details/publication/pub.1017460370,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Nutrition; Pediatric,Prevention,Nutrition,Pediatric,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.684380032,dataset-346
423,pub.1006874233,10.3945/ajcn.113.073585,www.doi.org/10.3945/ajcn.113.073585,24477040,,WIC Infant and Toddler Feeding Practices Study: protocol design and implementation,American Journal of Clinical Nutrition,,Oxford University Press (OUP),"Adult; Child Development; Child Nutritional Physiological Phenomena; Child, Preschool; Diet; Evidence-Based Medicine; Feeding Methods; Female; Food Assistance; Health Promotion; Humans; Infant; Infant, Newborn; Longitudinal Studies; Male; National Academies of Science, Engineering, and Medicine (U.S.) Health and Medicine Division; Nutrition Policy; Overweight; Policy Making; Research Design; United States; United States Department of Agriculture",2014,99,3,742s-746s,All OA; Bronze,article,"Harrison, Gail G; Hirschman, Jay D; Owens, Tameka A; McNutt, Suzanne W; Sallack, Linnea E","Harrison, Gail G (University of California Los Angeles); Hirschman, Jay D (University of California Los Angeles); Owens, Tameka A (University of California Los Angeles); McNutt, Suzanne W (University of California Los Angeles); Sallack, Linnea E (University of California Los Angeles)",University of California Los Angeles,grid.19006.3e,Los Angeles,California,United States,,,,,,5,2,0.46,0.94,https://academic.oup.com/ajcn/article-pdf/99/3/742S/23831829/742s.pdf,https://app.dimensions.ai/details/publication/pub.1006874233,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Pediatric; Nutrition,Prevention,Pediatric,Nutrition,,,,,,,,,"2.3 Psychological, social and economic factors","2.3 Psychological, social and economic factors",,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.679549114,dataset-346
418,pub.1091501729,10.1016/j.jneb.2017.07.003,www.doi.org/10.1016/j.jneb.2017.07.003,28890264,,Breastfeeding Is Associated With Higher Retention in WIC After Age 1,Journal of Nutrition Education and Behavior,,Elsevier,Breast Feeding; Cross-Sectional Studies; Female; Food Assistance; Health Education; Humans; Infant,2017,49,10,810-816.e1,Closed,article,"Whaley, Shannon E.; Whaley, Mike; Au, Lauren E.; Gurzo, Klara; Ritchie, Lorrene D.","Whaley, Shannon E. (); Whaley, Mike (); Au, Lauren E. (University of California, Berkeley); Gurzo, Klara (University of California, Berkeley); Ritchie, Lorrene D. (University of California, Berkeley)","University of California, Berkeley",grid.47840.3f,Berkeley,California,United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1091501729,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Clinical Research; Nutrition; Pediatric; Pediatric Research Initiative; Prevention,Clinical Research,Nutrition,Pediatric,Pediatric Research Initiative,Prevention,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.671497585,dataset-346
410,pub.1090369614,10.1016/j.jneb.2017.04.007,www.doi.org/10.1016/j.jneb.2017.04.007,28689558,,"New Opportunities for Breastfeeding Promotion and Support in WIC: Review of WIC Food Packages, Improving Balance and Choice",Journal of Nutrition Education and Behavior,,Elsevier,"Adult; Breast Feeding; Child, Preschool; Female; Food Assistance; Food Preferences; Health Promotion; Healthy Diet; Humans; Infant; Infant Nutritional Physiological Phenomena; Infant, Newborn; Male; Maternal Nutritional Physiological Phenomena; Mother-Child Relations; National Academies of Science, Engineering, and Medicine (U.S.) Health and Medicine Division; Social Support; United States; Young Adult",2017,49,7,s197-s201.e1,Closed,article,"Rasmussen, Kathleen M.; Whaley, Shannon E.; Pérez-Escamilla, Rafael; Ross, A. Catharine; Baker, Susan S.; Hatfield, Tamera; Latulippe, Marie E.","Rasmussen, Kathleen M. (Cornell University); Whaley, Shannon E. (Kaiser Permanente); Pérez-Escamilla, Rafael (Yale University); Ross, A. Catharine (Pennsylvania State University); Baker, Susan S. (Women & Children's Hospital of Buffalo); Hatfield, Tamera (University of California, Irvine Medical Center); Latulippe, Marie E. (National Academies of Sciences, Engineering, and Medicine)","Cornell University; Pennsylvania State University; University of California, Irvine Medical Center; Kaiser Permanente; Yale University; Women & Children's Hospital of Buffalo; National Academies of Sciences, Engineering, and Medicine",grid.5386.8; grid.29857.31; grid.417319.9; grid.280062.e; grid.47100.32; grid.413993.5; grid.451487.b,Ithaca; State College; Orange; Oakland; New Haven; Buffalo; Washington D.C.,New York; Pennsylvania; California; California; Connecticut; New York; District of Columbia,United States; United States; United States; United States; United States; United States; United States,,,,,,4,4,1,2.33,,https://app.dimensions.ai/details/publication/pub.1090369614,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Nutrition; Pediatric,Nutrition,Pediatric,,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.658615137,dataset-346
382,pub.1011130768,10.1016/j.ypmed.2010.10.010,www.doi.org/10.1016/j.ypmed.2010.10.010,21050871,,"Maternal health behaviors and infant health outcomes among homeless mothers: U.S. Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) 2000–2007",Preventive Medicine,,Elsevier,"Adolescent; Adult; Birth Weight; Breast Feeding; Female; Gestational Age; Health Behavior; Health Surveys; Homeless Persons; Humans; Infant, Newborn; Maternal Health Services; Outcome Assessment (Health Care); Pregnancy; Pregnancy Outcome; Public Assistance; United States; Young Adult",2011,52,1,87-94,Closed,article,"Richards, Rickelle; Merrill, Ray M.; Baksh, Laurie; McGarry, Joanne","Richards, Rickelle (Brigham Young University); Merrill, Ray M. (Brigham Young University); Baksh, Laurie (Utah Department of Health); McGarry, Joanne (Utah Department of Health)",Brigham Young University; Utah Department of Health,grid.253294.b; grid.280326.d,Provo; Salt Lake City,Utah; Utah,United States; United States,,,,,,9,2,0.62,1.18,,https://app.dimensions.ai/details/publication/pub.1011130768,1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,,Clinical Research; Pediatric; Prevention; Infant Mortality/ (LBW); Behavioral and Social Science; Nutrition; Perinatal - Birth - Preterm (LBW); Conditions Affecting the Embryonic and Fetal Periods; Perinatal Period - Conditions Originating in Perinatal Period; Pediatric Research Initiative; Homelessness,Clinical Research,Pediatric,Prevention,Infant Mortality/ (LBW),Behavioral and Social Science,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.61352657,dataset-346
378,pub.1045825703,10.1016/j.jand.2015.06.381,www.doi.org/10.1016/j.jand.2015.06.381,26276067,,"The Impact of the 2009 Special Supplemental Nutrition Program for Women, Infants, and Children Food Package Revisions on Participants: A Systematic Review",Journal of the Academy of Nutrition and Dietetics,,Elsevier,"Beverages; Breast Feeding; Child; Dairy Products; Diet; Female; Food Assistance; Food, Organic; Fruit; Humans; Infant; Meta-Analysis as Topic; Nutrition Policy; Reproducibility of Results; Vegetables; Whole Grains",2015,115,11,1832-1846,Closed,article,"Schultz, Daniel Joseph; Shanks, Carmen Byker; Houghtaling, Bailey","Schultz, Daniel Joseph (); Shanks, Carmen Byker (); Houghtaling, Bailey ()",,,,,,,,,,,30,26,3,6.69,,https://app.dimensions.ai/details/publication/pub.1045825703,1117 Public Health and Health Services; 1111 Nutrition and Dietetics,1117 Public Health and Health Services,1111 Nutrition and Dietetics,,,,Nutrition; Prevention; Pediatric; Obesity,Nutrition,Prevention,Pediatric,Obesity,,Cancer; Oral and Gastrointestinal; Cardiovascular; Stroke,Cancer,Oral and Gastrointestinal,Cardiovascular,Stroke,,3.3 Nutrition and chemoprevention; 3.1 Primary prevention interventions to modify behaviours or promote well-being,3.3 Nutrition and chemoprevention,3.1 Primary prevention interventions to modify behaviours or promote well-being,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.607085346,dataset-346
376,pub.1084435742,10.3390/ijerph14040364,www.doi.org/10.3390/ijerph14040364,28362350,PMC5409565,Individual and Store Characteristics Associated with Brand Choices in Select Food Category Redemptions among WIC Participants in Virginia,International Journal of Environmental Research and Public Health,,MDPI,"Bread; Child; Child, Preschool; Choice Behavior; Commerce; Ethnic Groups; Female; Food Assistance; Fruit; Humans; Infant; Infant, Newborn; Logistic Models; Minority Groups; Socioeconomic Factors; Vegetables; Virginia",2017,14,4,364,All OA; Pure Gold,article,"Zhang, Qi; Tang, Chuanyi; McLaughlin, Patrick W; Diggs, Leigh","Zhang, Qi (Old Dominion University); Tang, Chuanyi (Old Dominion University); McLaughlin, Patrick W (Economic Research Service); Diggs, Leigh (Old Dominion University)",Old Dominion University; Economic Research Service,grid.261368.8; grid.482913.5,Norfolk; Washington D.C.,Virginia; District of Columbia,United States; United States,United States Department of Agriculture,USDA,United States,,,0,0,0,0,https://www.mdpi.com/1660-4601/14/4/364/pdf,https://app.dimensions.ai/details/publication/pub.1084435742,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Pediatric,Pediatric,,,,,,,,,,,,,,,,,,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.603864734,dataset-346
363,pub.1049066100,10.1016/s0022-3476(05)80006-x,www.doi.org/10.1016/s0022-3476(05)80006-x,2380844,,Impact of the Special Supplemental Food Program on infants,The Journal of Pediatrics,,Elsevier,"Child, Preschool; Energy Intake; Female; Food Services; Government Agencies; Humans; Infant; Infant Food; Infant Nutritional Physiological Phenomena; Nutrition Surveys; Nutritional Requirements; Nutritional Sciences; Pregnancy; Pregnancy Outcome; United States",1990,117,2,s101-s109,Closed,article,"Batten, Susan; Hirschman, Jay; Thomas, Denise","Batten, Susan (Food and Nutrition Service); Hirschman, Jay (Food and Nutrition Service); Thomas, Denise (Food and Nutrition Service)",Food and Nutrition Service,grid.478135.c,Alexandria,Virginia,United States,,,,,,13,0,1.11,0,,https://app.dimensions.ai/details/publication/pub.1049066100,1111 Nutrition and Dietetics; 1117 Public Health and Health Services,1111 Nutrition and Dietetics,1117 Public Health and Health Services,,,,Prevention; Pediatric Research Initiative; Nutrition; Pediatric,Prevention,Pediatric Research Initiative,Nutrition,Pediatric,,,,,,,,3.3 Nutrition and chemoprevention,3.3 Nutrition and chemoprevention,,,,,Clinical,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.582930757,dataset-346
363,pub.1105253345,10.1289/ehp2384,www.doi.org/10.1289/ehp2384,29961657,PMC6084832,WIC Participation and Blood Lead Levels among Children 1–5 Years: 2007–2014,Environmental Health Perspectives,,Environmental Health Perspectives,"Child, Preschool; Female; Food Assistance; Humans; Infant; Lead; Lead Poisoning; Male; Medicaid; Nutrition Surveys; Prevalence; United States",2018,126,6,67011,Closed,article,"Aoki, Yutaka; Brody, Debra J","Aoki, Yutaka (National Center for Health Statistics); Brody, Debra J (National Center for Health Statistics)",National Center for Health Statistics,grid.416789.5,Hyattsville,Maryland,United States,,,,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1105253345,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Clinical Research; Clinical Trials and Supportive Activities; Pediatric,Prevention,Clinical Research,Clinical Trials and Supportive Activities,Pediatric,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.582930757,dataset-346
359,pub.1006978222,10.1017/s1368980014000524,www.doi.org/10.1017/s1368980014000524,24762525,,"Use of a new availability index to evaluate the effect of policy changes to the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) on the food environment in New Orleans",Public Health Nutrition,,Cambridge University Press (CUP),"Adult; Child, Preschool; Edible Grain; Female; Food Assistance; Food Labeling; Food Supply; Fruit; Fruit and Vegetable Juices; Humans; Infant; Infant, Newborn; Male; New Orleans; Nutrition Policy; Pregnancy; Residence Characteristics; Surveys and Questionnaires; Vegetables",2015,18,1,25-32,All OA; Bronze,article,"O’Malley, Keelia; Luckett, Brian G; Dunaway, Lauren Futrell; Bodor, J Nicholas; Rose, Donald","O’Malley, Keelia (Tulane University); Luckett, Brian G (Tulane University); Dunaway, Lauren Futrell (Tulane University); Bodor, J Nicholas (Tulane University); Rose, Donald (Tulane University)",Tulane University,grid.265219.b,New Orleans,Louisiana,United States,National Institute of Food and Agriculture; National Center for Chronic Disease Prevention and Health Promotion; Centers for Disease Control and Prevention,USDA; CDC,United States; United States; United States,grant.2697887,U48DP001948,6,4,0.43,1.43,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C6D4EA54B4BF2851444823F7339B454E/S1368980014000524a.pdf/div-class-title-use-of-a-new-availability-index-to-evaluate-the-effect-of-policy-changes-to-the-special-supplemental-nutrition-program-for-women-infants-and-children-wic-on-the-food-environment-in-new-orleans-div.pdf,https://app.dimensions.ai/details/publication/pub.1006978222,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Pediatric; Prevention; Nutrition,Pediatric,Prevention,Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.576489533,dataset-346
350,pub.1037635245,10.1007/s10995-016-1959-3,www.doi.org/10.1007/s10995-016-1959-3,26994608,,Prenatal and Postnatal Fruit and Vegetable Intake Among US Women: Associations with WIC Participation,Maternal and Child Health Journal,,Springer Nature,Adult; Breast Feeding; Female; Food Assistance; Food Supply; Fruit; Humans; Postpartum Period; Poverty; Pregnancy; Pregnant Women; Surveys and Questionnaires; United States; Vegetables; Young Adult,2016,20,8,1598-1606,Closed,article,"Stallings, Tiffany L.; Gazmararian, Julie A.; Goodman, Michael; Kleinbaum, David","Stallings, Tiffany L. (George Washington University); Gazmararian, Julie A. (Emory University); Goodman, Michael (Emory University); Kleinbaum, David (Emory University)",George Washington University; Emory University,grid.253615.6; grid.189967.8,Washington D.C.; Atlanta,District of Columbia; Georgia,United States; United States,Health Resources and Services Administration; Centers for Disease Control and Prevention; United States Food and Drug Administration; Office of Dietary Supplements; National Institute of Child Health and Human Development,CDC; NIH,United States; United States; United States; United States; United States,,,3,3,0.44,1.01,,https://app.dimensions.ai/details/publication/pub.1037635245,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Pediatric; Nutrition; Prevention,Pediatric,Nutrition,Prevention,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.561996779,dataset-346
341,pub.1105806323,10.1016/j.jand.2018.06.009,www.doi.org/10.1016/j.jand.2018.06.009,30055711,,Position of the Academy of Nutrition and Dietetics: Child and Adolescent Federally Funded Nutrition Assistance Programs,Journal of the Academy of Nutrition and Dietetics,,Elsevier,,2018,118,8,1490-1497,Closed,article,"Roy, Priyanka Ghosh; Stretch, Theresa","Roy, Priyanka Ghosh (); Stretch, Theresa ()",,,,,,,,,,,1,1,0,0,,https://app.dimensions.ai/details/publication/pub.1105806323,1117 Public Health and Health Services; 1111 Nutrition and Dietetics,1117 Public Health and Health Services,1111 Nutrition and Dietetics,,,,Behavioral and Social Science; Obesity; Clinical Research; Pediatric; Nutrition; Prevention,Behavioral and Social Science,Obesity,Clinical Research,Pediatric,Nutrition,Stroke; Cardiovascular; Cancer; Oral and Gastrointestinal; Metabolic and Endocrine,Stroke,Cardiovascular,Cancer,Oral and Gastrointestinal,Metabolic and Endocrine,3.3 Nutrition and chemoprevention; 3.1 Primary prevention interventions to modify behaviours or promote well-being,3.3 Nutrition and chemoprevention,3.1 Primary prevention interventions to modify behaviours or promote well-being,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.547504026,dataset-346
340,pub.1083740843,10.1016/j.jneb.2016.10.012,www.doi.org/10.1016/j.jneb.2016.10.012,28189184,,Assessment of Healthy Food Availability in Washington State—Questioning the Food Desert Paradigm,Journal of Nutrition Education and Behavior,,Elsevier,Food Assistance; Food Supply; Geographic Information Systems; Humans; Poverty; Rural Population; Spatial Analysis; Urban Population; Washington,2017,49,2,130-136.e1,Closed,article,"McDermot, Dennis; Igoe, Bridget; Stahre, Mandy","McDermot, Dennis (Washington State Department of Health); Igoe, Bridget (Washington State Department of Health); Stahre, Mandy (Washington State Department of Health)",Washington State Department of Health,grid.1658.a,Olympia,Washington,United States,Centers for Disease Control and Prevention,CDC,United States,,,1,1,0,0.58,,https://app.dimensions.ai/details/publication/pub.1083740843,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Rural Health; Nutrition; Clinical Research,Rural Health,Nutrition,Clinical Research,,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.54589372,dataset-346
334,pub.1067825426,10.1542/peds.2006-1486,www.doi.org/10.1542/peds.2006-1486,17272617,,"Special Supplemental Nutrition Program for Women, Infants, and Children and Infant Feeding Practices",Pediatrics,,American Academy of Pediatrics (AAP),"Animals; Breast Feeding; Female; Food; Guideline Adherence; Humans; Infant; Infant Formula; Infant Nutritional Physiological Phenomena; Infant, Newborn; Milk; Mothers",2007,119,2,281-289,Closed,article,"Jacknowitz, Alison; Novillo, Daniel; Tiehen, Laura","Jacknowitz, Alison (American University); Novillo, Daniel (United States Government Accountability Office); Tiehen, Laura (Agricultural Research Service)",United States Government Accountability Office; Agricultural Research Service; American University,grid.431402.0; grid.463419.d; grid.63124.32,Washington D.C.; Washington D.C.; Washington D.C.,District of Columbia; District of Columbia; District of Columbia,United States; United States; United States,,,,,,55,7,2.22,4.59,,https://app.dimensions.ai/details/publication/pub.1067825426,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Prevention; Pediatric; Infant Mortality/ (LBW); Nutrition,Prevention,Pediatric,Infant Mortality/ (LBW),Nutrition,,,,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.536231884,dataset-346
