datasets,doi,journal,search_term,title,url
dataset-622,10.1007/s12594-017-0735-3,"{'id': 'jour.1136575', 'title': 'Journal of the Geological Society of India'}",datums,"Gondwana biostratigraphy of the Purnea Basin (eastern Bihar, India), and its correlation with Rajmahal and Bengal Gondwana basins",
dataset-622,10.1016/j.ocecoaman.2017.03.011,"{'id': 'jour.1042461', 'title': 'Ocean & Coastal Management'}",datums,"Data review and the development of realistic tidal and wave energy scenarios for numerical modelling of Orkney Islands waters, Scotland",
dataset-622,10.1016/j.quaint.2017.06.069,"{'id': 'jour.1038546', 'title': 'Quaternary International'}",datums,Sequence of Early Pleistocene Shirakawa ignimbrites and their identifications in distal areas in Northeast Japan,
dataset-622,10.1007/s00024-017-1625-8,"{'id': 'jour.1136817', 'title': 'Pure and Applied Geophysics'}",datums,The Adriatic Sea: A Long-Standing Laboratory for Sea Level Studies,
dataset-622,10.1109/dsaa.2017.63,,datums,Learning Through Utility Optimization in Regression Tasks,https://researchcommons.waikato.ac.nz/bitstream/10289/12515/6/Utility_Optimization_DSAA17Copyright.pdf
dataset-622,10.1002/esp.4176,"{'id': 'jour.1137132', 'title': 'Earth Surface Processes and Landforms'}",datums,New insights on the relative contributions of coastal processes and tectonics to shore platform development following the Kaikōura earthquake,
dataset-622,10.1016/j.jhydrol.2017.08.041,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",datums,Tide-surge historical assessment of extreme water levels for the St. Johns River: 1928–2017,
dataset-622,10.1016/j.landurbplan.2017.06.022,"{'id': 'jour.1028245', 'title': 'Landscape and Urban Planning'}",datums,"Observation, reflection, action",
dataset-622,10.1109/icsens.2017.8234229,,datums,Electromagnetic tensor spectroscopy for sorting of shredded metallic scrap,
dataset-622,10.1007/s00382-016-3464-1,Climate Dynamics,datums,Variations in the difference between mean sea level measured either side of Cape Hatteras and their relation to the North Atlantic Oscillation,http://nora.nerc.ac.uk/id/eprint/515232/1/limit2_climdyn_24nov2016_nora.pdf
dataset-622,10.1016/j.precisioneng.2017.04.013,"{'id': 'jour.1053442', 'title': 'Precision Engineering'}",datums,Magnet alignment on a common girder: Development of a length artefact for measurement accuracy improvement,
dataset-622,10.1016/j.cretres.2017.05.017,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,Coniacian-Santonian Planktic Stratigraphy in central Tunisia,
dataset-622,10.1111/sed.12363,"{'id': 'jour.1026167', 'title': 'Sedimentology'}",datums,"Tectonic control on deltaic sediment dispersal in the middle to upper Turonian Western Cordilleran Foreland Basin, USA",
dataset-622,10.1007/s40840-015-0157-6,Bulletin of the Malaysian Mathematical Sciences Society,datums,Metabelian Associative Algebras,http://arxiv.org/pdf/1312.5991.pdf
dataset-622,10.5194/cp-2017-108,Climate of the Past Discussions,datums,Reinforcing the North Atlantic backbone: revision and extension of the composite splice at ODP Site 982,https://doi.org/10.5194/cp-2017-108
dataset-622,10.5194/gmd-10-3425-2017,Geoscientific Model Development Discussions,datums,Analysis of errors introduced by geographic coordinate systems on weather numeric prediction modeling,https://www.geosci-model-dev.net/10/3425/2017/gmd-10-3425-2017.pdf
dataset-622,10.4324/9781315146478,,datums,Vocabulary and English for Specific Purposes Research,
dataset-622,10.5194/cp-13-1129-2017,Climate of the Past,datums,Astronomical calibration of the Ypresian timescale: implications for seafloor spreading rates and the chaotic behavior of the solar system?,https://www.clim-past.net/13/1129/2017/cp-13-1129-2017.pdf
dataset-622,10.5194/cp-13-1111-2017,Climate of the Past,datums,Holocene dynamics in the Bering Strait inflow to the Arctic and the Beaufort Gyre circulation based on sedimentary records from the Chukchi Sea,https://www.clim-past.net/13/1111/2017/cp-13-1111-2017.pdf
dataset-622,10.20965/ijat.2017.p0716,"{'id': 'jour.1139277', 'title': 'International Journal of Automation Technology'}",datums,Surface Profile Measurement Based on the Concept of Multi-Step Division of Length,
dataset-622,10.1117/12.2275126,,datums,A rigid and thermally stable all ceramic optical support bench assembly for the LSST Camera,
dataset-622,10.5194/cp-13-1097-2017,Climate of the Past,datums,Deglacial sea level history of the East Siberian Sea and Chukchi Sea margins,https://www.clim-past.net/13/1097/2017/cp-13-1097-2017.pdf
dataset-622,10.14358/pers.83.9.605,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",datums,Grids and Datums,
dataset-622,10.1109/tkde.2017.2701825,"{'id': 'jour.1131238', 'title': 'IEEE Transactions on Knowledge and Data Engineering'}",datums,Discrete Nonnegative Spectral Clustering,
dataset-622,10.1306/10241616010,"{'id': 'jour.1028084', 'title': 'AAPG Bulletin'}",datums,Sequence stratigraphy and lateral variability of Lower Cretaceous clinoforms in the southwestern Barents Sea,
dataset-622,10.4028/www.scientific.net/amm.870.197,"{'id': 'jour.1136876', 'title': 'Applied Mechanics and Materials'}",datums,Combination of Double Scale Measurements for Large Scale Surface Profile Measurement,
dataset-622,10.1109/iros.2017.8206169,,datums,The Datum Particle Filter: Localization for Objects with Coupled Geometric Datums,
dataset-622,10.1016/j.marpetgeo.2017.05.018,"{'id': 'jour.1020185', 'title': 'Marine and Petroleum Geology'}",datums,"An interdisciplinary approach to reservoir characterisation; an example from the early to middle Eocene Kaimiro Formation, Taranaki Basin, New Zealand",
dataset-622,10.1016/j.quaint.2016.12.025,"{'id': 'jour.1038546', 'title': 'Quaternary International'}",datums,"Improvement to flooding risk assessment of storm surges by residual interpolation in the coastal areas of Guangdong Province, China",
dataset-622,10.1134/s0869593817050069,"{'id': 'jour.1026141', 'title': 'Stratigraphy and Geological Correlation'}",datums,"Middle Eocene to early Oligocene nannofossils and palynomorphs from the Landzhar section, southern Armenia: Zonal stratigraphy and paleoecology",
dataset-622,10.1016/j.marmicro.2017.06.003,"{'id': 'jour.1023049', 'title': 'Marine Micropaleontology'}",datums,Applicability of transfer functions for relative sea-level reconstructions in the southern North Sea coastal region based on salt-marsh foraminifera,
dataset-622,10.1007/s40328-016-0174-4,Acta Geodaetica et Geophysica,datums,Orthometric height connection across sea with ship-borne gravimetry and GNSS measurement along the ship route,http://real.mtak.hu/86597/1/40328_2016_174_OnlinePDF.pdf
dataset-622,10.1109/icip.2017.8296525,"{'id': 'jour.1327451', 'title': '2017 IEEE International Conference on Image Processing (ICIP)'}",datums,Wide-angle image stitching using multi-homography warping,
dataset-622,10.1117/12.2272980,,datums,The VUV instrument SPICE for Solar Orbiter: performance ground testing,
dataset-622,10.1117/12.2273033,,datums,Optical alignment using a CGH and an autostigmatic microscope,
dataset-622,10.1117/12.2276635,,datums,"Specifying tilts, decenters, and beam deviations using the new edition of ISO 10110-6",
dataset-622,10.1115/detc2017-67474,,datums,A Method to Determine the Optimal Checking-Fixture Layout for Gauge Repeatability,
dataset-622,10.1115/detc2017-67519,,datums,A Virtual CMM Inspection Tool for Capturing Planning Strategies,
dataset-622,10.1115/detc2017-68013,,datums,Developing an Activity Model for Selecting Dimensional-Metrology Systems in Inspection Planning,
dataset-622,10.1115/detc2017-67143,,datums,"Optimality Conditions for Constrained Least-Squares Fitting of Circles, Cylinders, and Spheres to Establish Datums",
dataset-622,10.1115/detc2017-68391,,datums,Application of T-Maps for Composite Position Tolerance for Patterns of Features,
dataset-622,10.3390/jmse5030033,Journal of Marine Science and Engineering,datums,Sea Level Forecasts Aggregated from Established Operational Systems,https://www.mdpi.com/2077-1312/5/3/33/pdf
dataset-622,10.1002/2017pa003146,Paleoceanography and Paleoclimatology,datums,"Unraveling the onset of Cretaceous Oceanic Anoxic Event 2 in an extended sediment archive from the Tarfaya‐Laayoune Basin, Morocco",http://oceanrep.geomar.de/39496/1/palo20440.pdf
dataset-622,10.1016/j.isprsjprs.2017.05.011,ISPRS Journal of Photogrammetry and Remote Sensing,datums,"High-resolution digital elevation models from single-pass TanDEM-X interferometry over mountainous regions: A case study of Inylchek Glacier, Central Asia",http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:2295890:4/component/escidoc:2305900/2295890.pdf
dataset-622,10.1007/s00367-016-0480-4,"{'id': 'jour.1136205', 'title': 'Geo-Marine Letters'}",datums,Coastal landscape evolution on the western margin of the Bahía Blanca Estuary (Argentina) mirrors a non-uniform sea-level fall after the mid-Holocene highstand,
dataset-622,10.1007/s12594-017-0697-5,"{'id': 'jour.1136575', 'title': 'Journal of the Geological Society of India'}",datums,Overcoming source limitations in drainage delineation by combining the streams of toposheet and DEM in river morphometric studies,
dataset-622,10.1016/j.sigpro.2017.02.003,"{'id': 'jour.1036818', 'title': 'Signal Processing'}",datums,Online sparse and low-rank subspace learning from incomplete data: A Bayesian view,
dataset-622,10.1016/j.marpolbul.2017.05.034,"{'id': 'jour.1014189', 'title': 'Marine Pollution Bulletin'}",datums,Environmental consequences of the flooding of the Bay Park Sewage Treatment Plant during Superstorm Sandy,
dataset-622,10.1016/j.palaeo.2017.05.016,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"Impact of climate change on the magnetic mineral assemblage in marine sediments from Izu rear arc, NW Pacific Ocean, over the last 1Myr",
dataset-622,10.1109/roman.2017.8172312,"{'id': 'jour.1302335', 'title': 'RO-MAN 2009 - The 18th IEEE International Symposium on Robot and Human Interactive Communication'}",datums,Measuring multimodal deformations in soft inflatable actuators using embedded strain sensors,
dataset-622,10.1016/j.margeo.2017.07.001,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,Reconstructing Common Era relative sea-level change on the Gulf Coast of Florida,
dataset-622,10.1016/j.margeo.2017.06.008,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",datums,"Modelling the provenance of detritus flushed through the Strait of Bosphorus, Turkey, during early Holocene outflow from the Black Sea to the world ocean",
dataset-622,10.2110/jsr.2017.44,"{'id': 'jour.1137011', 'title': 'Journal of Sedimentary Research'}",datums,"OLIGOCENE AND MIOCENE CARBONATE PLATFORM DEVELOPMENT IN THE BROWSE BASIN, AUSTRALIAN NORTHWEST SHELFJ. BELDE ET AL.OLIGOCENE AND MIOCENE CARBONATE PLATFORM DEVELOPMENT, BROWSE BASIN, AUSTRALIAN NWS",
dataset-622,10.1016/j.palaeo.2017.05.012,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,Orbital scale variation of primary productivity in the central equatorial Indian Ocean (Maldives) during the early Pliocene,
dataset-622,10.3390/jmse5030031,Journal of Marine Science and Engineering,datums,South Florida’s Encroachment of the Sea and Environmental Transformation over the 21st Century,https://www.mdpi.com/2077-1312/5/3/31/pdf
dataset-622,10.1525/elementa.234,Elementa: Science of the Anthropocene,datums,Effective inundation of continental United States communities with 21<sup>st</sup> century sea level rise,http://www.elementascience.org/articles/10.1525/elementa.234/galley/898/download/
dataset-622,10.5194/gmd-2017-154,Geoscientific Model Development Discussions,datums,A CF data model and implementation,https://doi.org/10.5194/gmd-2017-154
dataset-622,10.22459/ta46.07.2017,,datums,Ten Thousand Years of Cultivation at Kuk Swamp in the Highlands of Papua New Guinea,https://press-files.anu.edu.au/downloads/press/n2540/pdf/book.pdf
dataset-622,10.1080/00396265.2016.1164939,"{'id': 'jour.1137680', 'title': 'Survey Review'}",datums,Determining normal heights with the use of Precise Point Positioning,
dataset-622,10.15408/ajis.v17i2.5686,AHKAM Jurnal Ilmu Syariah,datums,Indikator Penciri Penanggalan Hijriah pada Pergerakan Pasang Surut,http://journal.uinjkt.ac.id/index.php/ahkam/article/download/5686/3895
dataset-622,10.1080/02564718.2017.1376806,"{'id': 'jour.1284861', 'title': 'Journal of Literary Studies'}",datums,“Om ʼn tamatie te kan vertrou”: plantpolitiek in Jeanne Goosen se Vrydag-rubrieke (1996-1999) en Plante kan praat (2010),
dataset-622,10.1080/01916122.2016.1205676,"{'id': 'jour.1139538', 'title': 'Palynology'}",datums,Melitasphaeridium choanophorum A Living Fossil Dinoflagellate Cyst in the Gulf of Mexico,
dataset-622,10.1080/14498596.2017.1292964,"{'id': 'jour.1357583', 'title': 'Journal of Spatial Science'}",datums,Static and kinematic PPP using online services: a case study in Florida,
dataset-622,10.1016/j.margeo.2017.04.005,Marine Geology,datums,Identifying and quantifying erosion beneath the deposits of long-runout turbidity currents along their pathway,http://nora.nerc.ac.uk/id/eprint/517253/1/Paper%20Agadir%20Erosion%20corr1.pdf
dataset-622,10.1016/j.palaeo.2016.12.025,Palaeogeography Palaeoclimatology Palaeoecology,datums,"A new correlation of Triassic–Jurassic boundary successions in NW Europe, Nevada and Peru, and the Central Atlantic Magmatic Province: A time-line for the end-Triassic mass extinction",https://dspace.library.uu.nl/bitstream/1874/351998/1/correlation.pdf
dataset-622,10.1002/ece3.3064,Ecology and Evolution,datums,Local scale processes drive long‐term change in biodiversity of sandy beach ecosystems,https://doi.org/10.1002/ece3.3064
dataset-622,10.1016/j.jembe.2017.01.021,Journal of Experimental Marine Biology and Ecology,datums,Effects of ocean sprawl on ecological connectivity: impacts and solutions,https://doi.org/10.1016/j.jembe.2017.01.021
dataset-622,10.1111/bor.12233,Boreas,datums,"The distribution and utility of sea‐level indicators in Eurasian sub‐Arctic salt marshes (White Sea, Russia)",https://doi.org/10.1111/bor.12233
dataset-622,10.1017/jpa.2016.129,Journal of Paleontology,datums,The role of preservation on the quantification of morphology and patterns of disparity within Paleozoic echinoderms,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/81D807A08925D172AC19473A51453EEF/S0022336016001293a.pdf/div-class-title-the-role-of-preservation-on-the-quantification-of-morphology-and-patterns-of-disparity-within-paleozoic-echinoderms-div.pdf
dataset-622,10.1016/j.micpro.2016.11.012,Microprocessors and Microsystems,datums,Reliability and performance enhancements for SSD RAID,https://lra.le.ac.uk/bitstream/2381/38672/2/M-and-M-McEwan-Komsul-3-2015.pdf
dataset-622,10.1111/let.12218,"{'id': 'jour.1026149', 'title': 'Lethaia'}",datums,Calcareous nannofossil biostratigraphy: historical background and application in Cenozoic chronostratigraphy,
dataset-622,10.1007/s10749-017-0804-1,"{'id': 'jour.1313818', 'title': 'Power Technology and Engineering'}",datums,Field Observations of the Settlements and Displacements of the Nurek Dam,
dataset-622,10.1016/j.precisioneng.2017.04.007,Precision Engineering,datums,Uncertainty evaluation associated with versatile automated gauging influenced by process variations through design of experiments approach,https://doi.org/10.1016/j.precisioneng.2017.04.007
dataset-622,10.1016/j.earscirev.2017.04.008,"{'id': 'jour.1052623', 'title': 'Earth-Science Reviews'}",datums,Permian tetrapod extinction events,
dataset-622,10.1109/igarss.2017.8127112,,datums,A Standardized Approach for the Integration of Geodetic Data for Deformation Analysis,
dataset-622,10.3390/ijgi6070194,ISPRS International Journal of Geo-Information,datums,Toward the Development of a Marine Administration System Based on International Standards,https://www.mdpi.com/2220-9964/6/7/194/pdf
dataset-622,10.3390/s17061440,Sensors,datums,Rapid Global Calibration Technology for Hybrid Visual Inspection System,https://www.mdpi.com/1424-8220/17/6/1440/pdf
dataset-622,10.2514/6.2017-3781,,datums,A Method for Designing Conforming Folding Propellers,http://hdl.handle.net/2060/20170006489
dataset-622,10.1360/n012016-00079,"{'id': 'jour.1140720', 'title': 'Scientia Sinica Mathematica'}",datums,The sovereign structure in the category of Doi-Hopf modules,
dataset-622,10.1115/1.4035787,"{'id': 'jour.1049902', 'title': 'Journal of Computing and Information Science in Engineering'}",datums,A Design for Additive Manufacturing Ontology,
dataset-622,10.1088/1742-6596/858/1/012013,Journal of Physics Conference Series,datums,Geometrical product specifications. Datums and coordinate systems,http://iopscience.iop.org/article/10.1088/1742-6596/858/1/012013/pdf
dataset-622,10.1016/j.accre.2017.05.006,Advances in Climate Change Research,datums,Adapting cities to sea level rise: A perspective from Chinese deltas,https://doi.org/10.1016/j.accre.2017.05.006
dataset-622,10.1088/1742-6596/858/1/012012,Journal of Physics Conference Series,datums,Geometrical specifications accuracy influence on the quality of electromechanical devices,http://iopscience.iop.org/article/10.1088/1742-6596/858/1/012012/pdf
dataset-622,10.1088/1742-6596/858/1/012014,Journal of Physics Conference Series,datums,Geometric modeling in the problem of ball bearing accuracy,http://iopscience.iop.org/article/10.1088/1742-6596/858/1/012014/pdf
dataset-622,10.1016/j.geomorph.2016.01.013,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",datums,"Evidence for enhanced debris-flow activity in the Northern Calcareous Alps since the 1980s (Plansee, Austria)",
dataset-622,10.5623/cig2017-201,"{'id': 'jour.1142594', 'title': 'Geomatica'}",datums,Migrating from ATS77 to NAD83(CSRS) in Nova Scotia,
dataset-622,10.1016/j.mechmachtheory.2017.02.004,Mechanism and Machine Theory,datums,Applying screw theory for summing sets of constraints in geometric tolerancing,https://hal.archives-ouvertes.fr/hal-01485338/file/Screws_and_polyhedra%20%281%29.pdf
dataset-622,10.1016/j.palaeo.2017.02.037,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,Reduction of oceanic temperature gradients in the early Eocene Southwest Pacific Ocean,
dataset-622,10.1016/j.jhevol.2017.05.001,"{'id': 'jour.1015853', 'title': 'Journal of Human Evolution'}",datums,A contextual review of the Carnivora of Kanapoi,
dataset-622,10.1016/j.jafrearsci.2017.02.012,Journal of African Earth Sciences,datums,Sedimentology of the Essaouira Basin (Meskala Field) in context of regional sediment distribution patterns during upper Triassic pluvial events,https://www.research.manchester.ac.uk/portal/files/55687277/1_s2.0_S1464343X17300560_main.pdf
dataset-622,10.1002/9781118971437.ch5,,datums,Revisiting the Morphological Approach,
dataset-622,10.1117/12.2267856,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,The selectable hyperspectral airborne remote sensing kit (SHARK) as an enabler for precision agriculture,
dataset-622,10.3390/rs9050478,Remote Sensing,datums,"Glacier Changes in the Susitna Basin, Alaska, USA, (1951–2015) using GIS and Remote Sensing Methods",https://www.mdpi.com/2072-4292/9/5/478/pdf
dataset-622,10.1371/journal.pone.0177116,PLoS ONE,datums,Macroscale patterns in body size of intertidal crustaceans provide insights on climate change effects,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0177116&type=printable
dataset-622,,"{'id': 'jour.1371339', 'title': 'arXiv'}",datums,Extending structures for associative conformal algebras,
dataset-622,10.1080/15230406.2015.1128851,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",datums,Geodetic grids in authoritative maps – new findings about the origin of the UTM Grid,
dataset-622,10.1117/12.2269471,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,Grinding and polishing of conformal windows and domes,
dataset-622,10.1117/12.2263000,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,Manufacturing and metrology for IR conformal windows and domes,
dataset-622,10.1117/12.2269469,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,New advancements in freeform optical metrology,
dataset-622,10.14358/pers.83.5.337,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",datums,Grids and Datums,
dataset-622,10.1115/1.4036135,"{'id': 'jour.1033314', 'title': 'Journal of Mechanical Design'}",datums,Searching Multibranch Propagation Paths of Assembly Variation Based on Geometric Tolerances and Assembly Constraints,
dataset-622,10.1117/12.2262872,"{'id': 'jour.1312104', 'title': 'Proceedings of SPIE'}",datums,A machine learning pipeline for automated registration and classification of 3D lidar data,
dataset-622,10.1017/qua.2017.14,"{'id': 'jour.1052502', 'title': 'Quaternary Research'}",datums,"Stratigraphy, paleomagnetism, and cosmogenic-isotope burial ages of fossil-bearing strata within Riverbluff Cave, Greene County, Missouri",
dataset-622,10.1016/j.quageo.2016.11.001,Quaternary Geochronology,datums,Using tephrostratigraphy and cryptotephrostratigraphy to re-evaluate and improve the Middle Pleistocene age model for marine sequences in northeast Japan (Chikyu C9001C),https://doi.org/10.1016/j.quageo.2016.11.001
dataset-622,10.1016/j.geog.2017.02.006,Geodesy and Geodynamics,datums,The review and development of a modern GNSS network and datum in Uzbekistan,https://doi.org/10.1016/j.geog.2017.02.006
dataset-622,10.1109/i2mtc.2017.7969967,,datums,Non-reproducible alignment and fitting algorithm effects on Laser Radar measurement,http://wrap.warwick.ac.uk/90320/1/WRAP-non-reproducible-alignment-fitting-algorithm-effects-Kiraci-2017.pdf
dataset-622,10.1017/s0016756816000224,Geological Magazine,datums,"Acritarchs from the Hanford Brook Formation, New Brunswick, Canada: new biochronological constraints on the Protolenus elegans Zone and the Cambrian Series 2–3 transition",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DDA6F644D250B79290AC01CFCF8EE812/S0016756816000224a.pdf/div-class-title-acritarchs-from-the-hanford-brook-formation-new-brunswick-canada-new-biochronological-constraints-on-the-span-class-italic-protolenus-elegans-span-zone-and-the-cambrian-series-2-3-transition-div.pdf
dataset-622,10.1002/2016jc012597,Journal of Geophysical Research Oceans,datums,Impact of sea level rise on tidal range in Chesapeake and Delaware Bays,https://doi.org/10.1002/2016jc012597
dataset-622,10.1016/j.palaeo.2017.02.028,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,"Paleo sea-level changes and relative sea-level indicators: Precise measurements, indicative meaning and glacial isostatic adjustment perspectives from Mallorca (Western Mediterranean)",
dataset-622,10.1007/s12008-015-0262-7,"{'id': 'jour.1136005', 'title': 'International Journal on Interactive Design and Manufacturing (IJIDeM)'}",datums,Idealization of scanning-derived triangle mesh models of prismatic engineering parts,
dataset-622,10.1007/s12237-016-0069-1,Chesapeake Science,datums,Wetland Loss Patterns and Inundation-Productivity Relationships Prognosticate Widespread Salt Marsh Loss for Southern New England,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6040677
dataset-622,10.1007/s12237-017-0219-0,"{'id': 'jour.1295073', 'title': 'Chesapeake Science'}",datums,Development and Application of a Method to Identify Salt Marsh Vulnerability to Sea Level Rise,
dataset-622,10.1007/s10712-017-9409-3,"{'id': 'jour.1051934', 'title': 'Surveys in Geophysics'}",datums,Definition and Proposed Realization of the International Height Reference System (IHRS),
dataset-622,10.1016/j.gr.2016.11.008,Gondwana Research,datums,"Miocene humid intervals and establishment of drainage networks by 23Ma in the central Sahara, southern Libya",http://nora.nerc.ac.uk/id/eprint/517559/1/Hounslow%20et%20al%202017%20Gondwana%20Research.pdf
dataset-622,10.5194/cp-2017-58,Climate of the Past Discussions,datums,Holocene dynamics in the Bering Strait inflow to the Arctic and the Beaufort Gyre circulation based on sedimentary records from the Chukchi Sea,https://doi.org/10.5194/cp-2017-58
dataset-622,10.5194/os-13-315-2017,Ocean Science,datums,Large-scale forcing of the European Slope Current and associated inflows to the North Sea,https://www.ocean-sci.net/13/315/2017/os-13-315-2017.pdf
dataset-622,10.5194/bg-14-1739-2017,Biogeosciences,datums,Divergence of seafloor elevation and sea level rise in coral reef ecosystems,https://www.biogeosciences.net/14/1739/2017/bg-14-1739-2017.pdf
dataset-622,10.5194/esurf-5-211-2017,Earth Surface Dynamics,datums,Validation of digital elevation models (DEMs) and comparison of geomorphic metrics on the southern Central Andean Plateau,https://www.earth-surf-dynam.net/5/211/2017/esurf-5-211-2017.pdf
dataset-622,10.1080/13658816.2016.1215466,"{'id': 'jour.1027881', 'title': 'International Journal of Geographical Information Science'}",datums,Calculating on a round planet,
dataset-622,10.2517/2016pr019,"{'id': 'jour.1141968', 'title': 'Paleontological Research'}",datums,"Taxonomy and Stratigraphic Changes of Diatom Resting Spores from DSDP Leg 41, Offshore Northwest African Margin, Based on Nannofossil Biostratigraphy",
dataset-622,10.1360/n972016-00861,Science Bulletin,datums,Evolution of westerly jet during the last 60 ka: Evidence from core deposits in the central Japan (East) Sea,http://engine.scichina.com/doi/pdf/49690986a2df4f7ab9748a6ec5b0e018
dataset-622,10.2113/gsjfr.47.2.105,"{'id': 'jour.1023046', 'title': 'The Journal of Foraminiferal Research'}",datums,Biostratigraphy of the Cenomanian–turonian Eagle Ford Shale of South Texas,
dataset-622,10.1127/nos/2017/0373,"{'id': 'jour.1297340', 'title': 'Newsletters on Stratigraphy'}",datums,Correlation of Turonian continental margin and deep-sea sequences in the subtropical Indian Ocean sediments by integrated planktonic foraminiferal and calcareous nannofossil biostratigraphy,
dataset-622,10.1088/1361-6501/aa5a37,Measurement Science and Technology,datums,Absolute multilateration between spheres,https://iopscience.iop.org/article/10.1088/1361-6501/aa5a37/pdf
dataset-622,10.1127/nos/2016/0339,"{'id': 'jour.1297340', 'title': 'Newsletters on Stratigraphy'}",datums,"Upper Albian–upper Turonian calcareous nannofossil biostratigraphy and chemostratigraphy in the Vocontian Basin, southeastern France",
dataset-622,10.14358/pers.83.4.264,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",datums,Grids and Datums,
dataset-622,10.1175/jtech-d-16-0197.1,Journal of Atmospheric and Oceanic Technology,datums,Remote Measurements of Tides and River Slope Using an Airborne Lidar Instrument,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1420&context=cengin_fac
dataset-622,10.5710/amgh.v54i2.2,"{'id': 'jour.1036550', 'title': 'Ameghiniana'}",datums,A Brief History of South American Metatherians: Evolutionary Contexts and Intercontinental Dispersal.,
dataset-622,10.1038/srep44071,Scientific Reports,datums,Carbon sequestration by Australian tidal marshes,https://www.nature.com/articles/srep44071.pdf
dataset-622,10.1111/bre.12173,Basin Research,datums,"A record of the Messinian salinity crisis in the eastern Ionian tectonically active domain (Greece, eastern Mediterranean)",https://iris.unimore.it/retrieve/handle/11380/1131280/135164/Karakitsios%20et%20al%202017%20Basin%20Research%20post%20print.pdf
dataset-622,10.1016/j.earscirev.2017.02.009,"{'id': 'jour.1052623', 'title': 'Earth-Science Reviews'}",datums,Sea-level change in the Northern Mediterranean Sea from long-period tide gauge time series,
dataset-622,10.1007/s10291-016-0521-5,"{'id': 'jour.1136132', 'title': 'GPS Solutions'}",datums,On rotation of frames and physical vectors: an exercise based on plate tectonics theory,
dataset-622,10.3389/fmars.2017.00087,Frontiers in Marine Science,datums,Modeling Both the Space and Place of Coastal Environments: Exploring an Approach for Developing Realistic Geovisualizations of Coastal Places,https://www.frontiersin.org/articles/10.3389/fmars.2017.00087/pdf
dataset-622,10.5194/cp-2017-19,Climate of the Past Discussions,datums,Deglacial sea-level history of the East Siberian Sea Margin,https://doi.org/10.5194/cp-2017-19
dataset-622,10.1515/congeo-2017-0003,Contributions to Geophysics and Geodesy,datums,The connection of an old geodetic datum with a new one using Least Squares Collocation: The Greek case,https://content.sciendo.com/downloadpdf/journals/congeo/47/1/article-p39.pdf
dataset-622,10.3846/20296991.2017.1299839,Geodesy and Cartography,datums,"Local evaluation of Earth Gravitational Models, case study: Iran",https://journals.vgtu.lt/index.php/GAC/article/download/525/379
dataset-622,10.1371/journal.pone.0174348,PLoS ONE,datums,"Calibrating coseismic coastal land-level changes during the 2014 Iquique (Mw=8.2) earthquake (northern Chile) with leveling, GPS and intertidal biota",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174348&type=printable
dataset-622,10.4324/9781315620787,,datums,"Dutch: A Comprehensive Grammar, 3rd",
dataset-622,10.1002/esp.4002,"{'id': 'jour.1137132', 'title': 'Earth Surface Processes and Landforms'}",datums,Controls on the occurrence and prevalence of floodplain channels in meandering rivers,
dataset-622,10.1002/esp.4064,Earth Surface Processes and Landforms,datums,"Flood‐driven topographic changes in a gravel‐cobble river over segment, reach, and morphological unit scales",https://escholarship.org/content/qt8h51s2wh/qt8h51s2wh.pdf?t=of8375
dataset-622,10.3390/w9030211,Water,datums,CryoSat-2 Altimetry Applications over Rivers and Lakes,https://www.mdpi.com/2073-4441/9/3/211/pdf
dataset-622,10.3390/rs9030262,Remote Sensing,datums,"Evaluation of Recently Released Open Global Digital Elevation Models of Hubei, China",https://www.mdpi.com/2072-4292/9/3/262/pdf
dataset-622,10.1002/9781118786352.wbieg0456,,datums,Geodesy,
dataset-622,10.1002/9781118786352.wbieg0405,,datums,Geospatial Metadata,
