doi,journal,keywords,title,url,dataset
,,"Food Insecurity,Social Inequalities,Social Policy,Food Desert,SNAP,Household Adaptation Strategies,CPS-FSS,Analyzed,FSSM","Food Insecurity, Social Inequality, and Social Policy",https://stars.library.ucf.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=5942&context=etd,"dataset-026,,,,,,,dataset-033"
,,"Ethnographic Examination,Poverty,Food Security,Maternal Isolation,Intensive Mothering,CPS-FSS,Citation,FSSM","A Community of Isolation: An Ethnographic Examination of Mothering in Poverty and Its Impact on Food Security in Pinellas County, Florida",https://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=6981&context=etd,",,,,,,,dataset-033"
,,"Food Security,Energy Price Shocks,Heat and Eat,Poverty,CPS-FSS,Analyzed",The Effects of Energy Price Shocks on Household Food Security in Low-Income Households,https://www.ers.usda.gov/webdocs/publications/84241/err-233.pdf?v=0,",,,,,,,dataset-033"
,,"Food Security,Grocery Food,Sales Tax,SNAP,CPS-FSS,Analyzed",Do Grocery (Food Sales) Taxes Cause Food Insecurity?,,"dataset-026,,,,,,,dataset-033"
,,"Poverty,Welfare Reform,Great Recession,TANF,Safety Net,Economics,Income Inequality,Urban Policy,CPS-FSS,Citation,Chart",Poverty after Welfare Reform,https://media4.manhattan-institute.org/sites/default/files/R-SW-0816.pdf,",,,,,,,dataset-033"
,,"Women's Employment,Children's Health,Economics,Body Mass Index,Obesity,Food Insecurity,CPS-FSS,Analyzed",Essays on Women's Employment and Children's Well-Being,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1115&context=econ_diss,",,,,,,,dataset-033"
,,"Food Insecurity,Senior Hunger,United States,CPS-FSS,Analyzed",The State of Senior Hunger in America 2016: An Annual Report,https://www.feedingamerica.org/sites/default/files/research/senior-hunger-research/state-of-senior-hunger-2016.pdf,",,,,,,,dataset-033"
,,"Food Insecurity,Adults,United States,CPS-FSS,Analyzed",Hunger Among Adults Age 50-59 in 2017: An Annual Report,https://www.feedingamerica.org/sites/default/files/2019-05/hunger-among-adults-50-59_full-report.pdf,",,,,,,,dataset-033"
,,"SNAP,Food Stamp Program,Nutrition,Thrifty Food Plan,Food Insecurity,CPS-FSS,Citation",Modernizing SNAP Benefits,https://www.hamiltonproject.org/assets/files/ziliak_modernizing_snap_benefits.pdf,"dataset-026,,,,,,,dataset-033"
,,"Food Insecurity,Seniors,Hunger,United States,CPS-FSS,Analyzed",The State of Senior Hunger in America 2015: An Annual Report,https://www.feedingamerica.org/sites/default/files/research/senior-hunger-research/state-of-senior-hunger-2015.pdf,",,,,,,,dataset-033"
,,"Food Insecurity,Seniors,United States,CPS-FSS,Analyzed",The State of Senior Hunger in America 2017: An Annual Report,https://www.feedingamerica.org/sites/default/files/2019-06/The%20State%20of%20Senior%20Hunger%20in%202017_F2.pdf,",,,,,,,dataset-033"
,,"Family Structure,Child Food Insecurity,Cohabiting Households,Married Households,Single Mother Households,CPS-FSS,Analyzed","Children’s Food Insecurity In Cohabiting, Married And Single-Mother Households",,",,,,,,,dataset-033"
,,"SNAP,Food Security,Child Health,Adult Health,Health Care Utilization,CPS-FSS,Citation",Using Natural Experiments to Identify the Effects of SNAP on Child and Adult Health,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2017-04_Miller_Morrissey.pdf,"dataset-026,,,,,,,dataset-033"
,,"SNAP,Food Consumption,In-Kind Transfers,Consumer Expenditure Survey,Food Spending,CPS-FSS,Analyzed",SNAP and Food Consumption,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2014-03.pdf,"dataset-026,,,,,,,dataset-033"
,,"Neighborhood Food Infrastructure,Economic Shocks,Children Food Security,Food Assistance,Great Recession,Michigan Recession and Recovery Study,Low-Income Households,CPS-FSS,SIPP-FS,Citation","Neighborhood Food Infrastructure, Economic Shocks, and Very Low Food Security Among Children",http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2014-09_allard_shaefer.pdf,",,,,,,,dataset-033"
10.1016/j.ehb.2016.04.004,Economics and human biology,"Adolescent,Adult,Child, Preschool,Depression,Female,Food Assistance,Food Supply,Humans,Hydroxybenzoates,Infant,Longitudinal Studies,Male,Mothers,Residence Characteristics,Socioeconomic Factors,United States,Young Adult,ECLS-FS,Analyzed,FSSM,Econ Tier 1",Effects of maternal depression on family food insecurity,http://www.ncbi.nlm.nih.gov/pubmed/27281498,",,,,,,,"
10.3945/jn.117.253179,The Journal of nutrition,"Adolescent,Adult,Aged,Child,Delivery of Health Care,Diet,Family Characteristics,Female,Food Assistance,Food Supply,Health Status,Humans,Income,Male,Middle Aged,Nutritional Status,Poverty,Regression Analysis,Surveys and Questionnaires,United States,Young Adult,CPS-FSS,NHIS-FSS,NHANES-FSQ,Analyzed,FSSM,NonE Tier 1","Very Low Food Security in US Households Is Predicted by Complex Patterns of Health, Economics, and Service Participation",http://www.ncbi.nlm.nih.gov/pubmed/28855422,",,,dataset-048,,dataset-017,dataset-050,dataset-033"
10.3945/jn.116.231845,The Journal of nutrition,"Brazil,Cities,Cross-Sectional Studies,Family Characteristics,Food,Food Supply,Humans,Models, Theoretical,Poverty Areas,Socioeconomic Factors,FSSM,NonE Tier 1",A Model-Based Approach to Identify Classes and Respective Cutoffs of the Brazilian Household Food Insecurity Measurement Scale,http://www.ncbi.nlm.nih.gov/pubmed/27281803,",,,,,,,"
10.3945/jn.114.199414,The Journal of nutrition,"Adult,Aged,Body Mass Index,Cross-Sectional Studies,Depression,Family Characteristics,Female,Food Assistance,Food Supply,Humans,Logistic Models,Male,Middle Aged,Multivariate Analysis,Nutrition Surveys,Poverty,Prevalence,Risk Factors,Surveys and Questionnaires,Young Adult,NHANES-FSQ,Analyzed,FSSM,NonE Tier 1",Household food insecurity is positively associated with depression among low-income supplemental nutrition assistance program participants and income-eligible nonparticipants,http://www.ncbi.nlm.nih.gov/pubmed/25733480,",,,dataset-048,,dataset-017,,"
10.3945/jn.115.210229,The Journal of nutrition,"Anthropometry,Child,Child Development,Child, Preschool,Cross-Sectional Studies,Ethiopia,Family Characteristics,Female,Food Supply,Humans,India,Longitudinal Studies,Male,Peru,Vietnam,FSSM,NonE Tier 1","Cross-Sectional and Longitudinal Associations between Household Food Security and Child Anthropometry at Ages 5 and 8 Years in Ethiopia, India, Peru, and Vietnam",http://www.ncbi.nlm.nih.gov/pubmed/26084361,",,,,,,,"
10.3945/jn.115.214486,The Journal of nutrition,"Adolescent,Adult,Child,Child, Preschool,Family Characteristics,Female,Food Assistance,Food Supply,Humans,Lunch,Male,Malnutrition,Schools,Seasons,Socioeconomic Factors,United States,SIPP-FS,Analyzed,NonE Tier 1",Children Receiving Free or Reduced-Price School Lunch Have Higher Food Insufficiency Rates in Summer,http://www.ncbi.nlm.nih.gov/pubmed/26203095,",,,,,,,"
10.3945/jn.113.185876,The Journal of nutrition,"Biomarkers,Child,Child, Preschool,Cohort Studies,Colombia,Comorbidity,Female,Gastroenteritis,Gastrointestinal Diseases,Humans,Incidence,Longitudinal Studies,Male,Respiratory Tract Diseases,Respiratory Tract Infections,Risk,Schools,Urban Health,Vitamin A,Vitamin A Deficiency,FSSM,NonE Tier 1",Vitamin A deficiency is associated with gastrointestinal and respiratory morbidity in school-age children,http://www.ncbi.nlm.nih.gov/pubmed/24500929,",,,,,,,"
10.1093/jn/nxy174,The Journal of nutrition,"Acculturation,Aged,Cross-Sectional Studies,Diet,Female,Hispanic Americans,Humans,Male,Middle Aged,Puerto Rico,FSSM,NonE Tier 1",Dietary Acculturation among Puerto Rican Adults Varies by Acculturation Construct and Dietary Measure,http://www.ncbi.nlm.nih.gov/pubmed/30383277,",,,,,,,"
10.3945/jn.117.249581,The Journal of nutrition,"Brazil,Cities,Cross-Sectional Studies,Data Collection,Food,Food Supply,Humans,Models, Theoretical,Poverty Areas,Socioeconomic Factors,FSSM,NonE Tier 1",Modeling Optimal Cutoffs for the Brazilian Household Food Insecurity Measurement Scale in a Nationwide Representative Sample,http://www.ncbi.nlm.nih.gov/pubmed/28566526,",,,,,,,"
10.3945/jn.114.194365,The Journal of nutrition,"California,Child,Child Nutritional Physiological Phenomena,Child Welfare,Diet,Diet Surveys,Energy Intake,Feeding Behavior,Female,Food Supply,Humans,Male,Motor Activity,Poverty,Self Report,Vegetables,FSSM,NonE Tier 1",Child experience of food insecurity is associated with child diet and physical activity,http://www.ncbi.nlm.nih.gov/pubmed/25733465,",,,,,,,"
10.3945/jn.114.206227,The Journal of nutrition,"Female,Food Supply,Humans,Male,Sleep Deprivation,NHANES-FSQ,Citation,NonE Tier 1",Food insecurity and poor sleep: another consequence of food insecurity in the United States,http://www.ncbi.nlm.nih.gov/pubmed/25733453,",,,dataset-048,,dataset-017,,"
10.3945/jn.114.194498,The Journal of nutrition,"Adult,Body Mass Index,Body Weight,Child, Preschool,Diet,Female,Financial Support,Ghana,Health Behavior,Health Education,Health Promotion,Humans,Longitudinal Studies,Male,Malnutrition,Nutritional Status,Rural Population,Socioeconomic Factors,Young Adult,FSSM,NonE Tier 1","An integrated microcredit, entrepreneurial training, and nutrition education intervention is associated with better growth among preschool-aged children in rural Ghana",http://www.ncbi.nlm.nih.gov/pubmed/25644356,",,,,,,,"
10.3945/jn.115.211391,The Journal of nutrition,"Absenteeism,Anemia,Biomarkers,Body Mass Index,Child,Child, Preschool,Colombia,Erythrocytes,Female,Ferritins,Folic Acid,Hemoglobins,Humans,Iron,Male,Micronutrients,Nutritional Status,Prospective Studies,Socioeconomic Factors,Vitamin A,Vitamin B 12,Vitamin B 12 Deficiency,Zinc/blood,FSSM,NonE Tier 1","Vitamin B-12 Deficiency in Children Is Associated with Grade Repetition and School Absenteeism, Independent of Folate, Iron, Zinc, or Vitamin A Status Biomarkers",http://www.ncbi.nlm.nih.gov/pubmed/25972530,",,,,,,,"
10.1093/jn/nxy029,The Journal of nutrition,"Iron Dificiency,Anemia,Vitamin B-12,Externalizing Behaivor Problems,Internalizing Behavior Problems,Middle Childhood,Adolescence,FSSM,NonE Tier 1","Iron Deficiency, Anemia, and Low Vitamin B-12 Serostatus in Middle Childhood are Associated with Behavior Problems in Adolescent Boys: Results from the Bogota School Children Cohort",http://www.ncbi.nlm.nih.gov/pubmed/29897579,",,,,,,,"
,,"Senior Hunger,Senior Food Insecurity,Food Insecurity,CPS-FSS,Analyzed,FSSM",The State of Senior Hunger in America 2012: An Annual Report,http://ukcpr.org/sites/ukcpr/files/research-pdfs/State-of-Senior-Hunger-in-America-2012.pdf,",,,,,,,dataset-033"
,,"Food Insecurity,Senior Hunger,CPS-FSS,Analyzed,FSSM",The State of Senior Hunger in America 2013: An Annual Report,http://ukcpr.org/sites/ukcpr/files/research-pdfs/state-of-senior-hunger-2013-supplement.pdf,",,,,,,,dataset-033"
,,"Senior Hunger,Food Insecurity,CPS-FSS,Analyzed,FSSM",The State of Senior Hunger in America 2014: An Annual Report,http://ukcpr.org/sites/ukcpr/files/research-pdfs/NFESH_2016_Report-_Supplement_030816.pdf,",,,,,,,dataset-033"
,,"Food Insecurity,Mental Health,Safety Net Program,SNAP,CPS-FSS,Citation,NHIS-FSS,Analyzed",The effect of SNAP and the broader Safety Net on mental health and food insecurity,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2018-04.pdf,"dataset-026,,,,,,dataset-050,dataset-033"
,,"SNAP,Food Insecurity,Healthcare Utilization,Health,CPS-FSS,Citation,NHIS-FSS,Analyzed","Food security, health, and healthcare utilization: The role of SNAP for families in extreme poverty",http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2018-02.pdf,"dataset-026,,,,,,dataset-050,dataset-033"
10.1016/j.adolescence.2019.04.002,Journal of adolescence,"Transition to Adulthood,Disability,Food Security,SNAP Participation,NHIS-FSS,Analyzed,NonE Tier 2","Transition to adulthood: Dynamics of disability, food security, and SNAP participation",http://www.ncbi.nlm.nih.gov/pubmed/31035208,"dataset-026,,,,,,dataset-050,"
10.2105/AJPH.2019.305168,American journal of public health,"Affordable Care Act,Medicaid Expansion,Food Security,CPS-FSS,Analyzed,NonE Tier 1","Effect of the Affordable Care Act's Medicaid Expansions on Food Security, 2010-2016",http://www.ncbi.nlm.nih.gov/pubmed/31318597,",,,,,,,dataset-033"
10.2105/AJPH.2018.304927,American journal of public health,"Health Care Costs,Nutrition,Socioeconomic Factors,Food Insecurity,Homeless Persons,Permanent Supportive Housing,FSSM,NonE Tier 1",Food Insecurity Among Formerly Homeless Individuals Living in Permanent Supportive Housing,http://www.ncbi.nlm.nih.gov/pubmed/30789774,",,,,,,,"
10.2105/AJPH.2019.304977,American journal of public health,"Food Insecurity,Health,Nutrition,Homeless Persons,Supported Housing,FSSM,NonE Tier 1","Beyond Housing for Homeless People, It Is Crucial to Remediate Food Insecurity",http://www.ncbi.nlm.nih.gov/pubmed/30865507,",,,,,,,"
10.2105/ajph.2017.304255,,"Adaptive Behavior,Homeless Children,Socioeconomic Factors,Health,Vineland Adaptive Behavior Scales,Public Health,FSSM,NonE Tier 1",Adaptive Behavior of Sheltered Homeless Children in the French ENFAMS Survey,https://www.doi.org/10.2105/ajph.2017.304255,",,,,,,,"
10.2105/AJPH.2017.304176,American journal of public health,"Aged,Cross-Sectional Studies,Food Assistance,Food Supply,Health Expenditures,Health Surveys,Humans,Medication Adherence,Middle Aged,Poverty,United States,NHIS-FSS,Analyzed,FSSM,NonE Tier 1","Cost-Related Medication Nonadherence for Older Adults Participating in SNAP, 2013-2015",http://www.ncbi.nlm.nih.gov/pubmed/29267062,",,,,,,dataset-050,"
10.2105/AJPH.2017.304082,American journal of public health,"Food Insecurity,Mass Screening,FSSM,NonE Tier 1",Screening for Food Insecurity: Short-Term Alleviation and Long-Term Prevention,http://www.ncbi.nlm.nih.gov/pubmed/29019766,",,,,,,,"
10.2105/AJPH.2017.303876,American journal of public health,"Adult,African Americans,Baltimore,Child, Preschool,Civil Disorders,Cross-Sectional Studies,Depression,Emergency Service, Hospital,Female,Humans,Infant,Infant, Newborn,Maternal-Child Health Services,Mothers,Public Health,Residence Characteristics,Surveys and Questionnaires,Violence,FSSM,NonE Tier 1",Civil Unrest in the Context of Chronic Community Violence: Impact on Maternal Depressive Symptoms,http://www.ncbi.nlm.nih.gov/pubmed/28727535,",,,,,,,"
10.2105/AJPH.2016.303605,American journal of public health,"Adult,Cross-Sectional Studies,Demography,Diabetes Mellitus,Female,Food Supply,Humans,Hypertension,Indians, North American,Male,Obesity,Oklahoma,Rural Population,CPS-FSS,Citation,FSSM,NonE Tier 1",Food Insecurity and Chronic Diseases Among American Indians in Rural Oklahoma: The THRIVE Study,http://www.ncbi.nlm.nih.gov/pubmed/28103070,",,,,,,,dataset-033"
10.2105/AJPH.2016.303191,American journal of public health,"Adolescent,Adult,Child,Child, Preschool,Female,Food Assistance,Humans,Incidence,Male,Middle Aged,Mothersa,Obesity,Overweight,Pediatric Obesity,Peru,Poverty,Prevalence,Prospective Studies,Risk Factors,Young Adult,FSSM,NonE Tier 1",Impact of Food Assistance Programs on Obesity in Mothers and Children: A Prospective Cohort Study in Peru,http://www.ncbi.nlm.nih.gov/pubmed/27196644,",,,,,,,"
10.2105/AJPH.2015.302719,American journal of public health,"Adolescent,Chicago,Child,Female,Food Supply,Hospital Bed Capacity, 100 to 299,Hospitals, Pediatric,Hospitals, Urban,Humans,Male,Nutrition Disorders,Parents,Prevalence,Socioeconomic Factors,Young Adult,FSSM,NonE Tier 1","Feed First, Ask Questions Later: Alleviating and Understanding Caregiver Food Insecurity in an Urban Children's Hospital",http://www.ncbi.nlm.nih.gov/pubmed/26066937,",,,,,,,"
doi:10.2105/AJPH.2015.302580,American journal of public health,"SNAP Participation,Food Insecurity,Dietary Quality,Weight,US Adults,NHANES-FSQ,Analyzed,NonE Tier 1","The Supplemental Nutrition Assistance Program, Food Insecurity, Dietary Quality, and Obesity Among US Adults",https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2015.302580,"dataset-026,,,dataset-048,,dataset-017,,"
10.2105/AJPH.2014.302375,American Journal of Public Health,"Socioeconomic Disparities,Sleep Duration,Adverse Health Outcomes,Veterans,Iraq,Afghanistan,Household Assets,Food Security,Discrimination,FSSM,NonE Tier 1",Socioeconomic Disparities in Sleep Duration Among Veterans of the US Wars in Iraq and Afghanistan,https://www.doi.org/10.2105/AJPH.2014.302375,",,,,,,,"
10.2105/AJPH.2014.301927,American journal of public health,"Caregivers,Preventive Medical Care,Children Dental Care,Poisson Regression,Household Food Insecurity,Children Health,Household Income,FSSM,NonE Tier 1",Caregivers Who Refuse Preventive Care for Their Children: The Relationship Between Immunization and Topical Fluoride Refusal,https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2014.301927,",,,,,,,"
10.1111/joca.12078,,"Economic Security,Economic Well-Being,Household Savings,Household Assets,FSSM,Econ Tier 2",New Measures of Economic Security and Development: Savings Goals for Short- and Long-Term Economic Needs,https://www.doi.org/10.1111/joca.12078,",,,,,,,"
,,"Food Stamp Program,Welfare Stigma,National Survey of American Families,Food Insecurity,FSSM",Do Personal Attitudes about Welfare Influence Food Stamp Participation?,https://tind-customer-agecon.s3.amazonaws.com/f5c80891-0a05-4a61-930d-1c2fea2a43b9?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27Do%2520Personal%2520Attitudes%2520about%2520Welfare%2520Influence%2520Food%2520Stamp%2520Participation.docx.pdf&response-content-type=application%2Fpdf&AWSAccessKeyId=AKIAXL7W7Q3XHXDVDQYS&Expires=1563983692&Signature=rzWRASf5R4aOMulWcg2jG%2FsaF%2BQ%3D,",,,,,,,"
,,"Low-Income Families,Basic Needs,College Students,Food Security,Food Insecurity,Financial Constraints,FSSM","Safety, Security, and College Attainment: An Investigation of Undergraduates' Basic Needs and Institutional Response",http://www.rootcausecoalition.org/wp-content/uploads/2017/05/Safety-Security-and-College-Attainment-An-Investigation-of-Undergraduates-Basic-Needs-and-Institutional-Response.pdf,",,,,,,,"
,,"Food SEcurity,Experience-Based Scales,Sex-Disaggregated Data,Gender,FSSM",Exploring gender-based disparities with the FAO Food Insecurity Experience Scale,https://unstats.un.org/unsd/gender/mexico_nov2014/Session%201%20FAO%20paper.pdf,",,,,,,,"
10.1016/j.jand.2014.07.025,,"Household Food Security,Gardening Habits,Appalachian Ohio,Nutrition,FSSM",Vegetable Gardening is Associated with Greater Produce Intake in Women Attending an OB-Gyn Clinic in Rural Appalachian Ohio,https://www.doi.org/10.1016/j.jand.2014.07.025,",,,,,,,"
,,"Household Food Security,Food Environment,Local Food Environment,CPS-FSS,Citation,FSSM",Examining the Influence of the Food Environment on Household Food Security,,",,,,,,,dataset-033"
,,"Children,Adult,Household Food Security,Ordered Probit,Remittance,FSSM",Migration and Remittance and Their Impacts on Food Security in Nepal,https://tind-customer-agecon.s3.amazonaws.com/3f144fb4-9d02-4935-8458-9de482ed6519?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27RegmiEtAl2014.pdf&response-content-type=application%2Fpdf&AWSAccessKeyId=AKIAXL7W7Q3XHXDVDQYS&Expires=1563985957&Signature=6j36I79tQHyjsrBGPnuhI57EBHk%3D,",,,,,,,"
,,"Food Security,Guatemala,Policy Evaluation,Latin America and Caribbean Food Security Scale,FSSM","Measuring Prevalence, Profiling and Evaluating the Potential of Policy Impacts using Two Food Security Indicators in Guatemala",https://tind-customer-agecon.s3.amazonaws.com/573a207d-75a3-4c20-87ea-765f021a4d37?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27GTM_SAEA17_Sandoval_Carpio.pdf&response-content-type=application%2Fpdf&AWSAccessKeyId=AKIAXL7W7Q3XHXDVDQYS&Expires=1563986085&Signature=4coK%2FviVP%2Bu3p3qaVcJHnz9BHFs%3D,",,,,,,,"
,,"Food Insecurity,Educational Outcomes,Nutritional Quality,Toronto District School Board,ECLS-FS,Citation,FSSM",Food Insecurity and Educational Outcomes: A Focus on TDSB Students,http://www.heqco.ca/SiteCollectionDocuments/Formatted_Impact%20of%20Food%20Insecurity_FINAL.pdf,",,,,,,,"
,,"Community-based Intervention,Food Dollars Program,Healthy Eating,Food Insecurity,Economic Security,Low-Income Elders,FSSM",Healthy Eating And Savvy Saving: An Evaluation of Action for Boston Community Development’s Food Dollars Program For Low-Income Elders,https://scholarworks.umb.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1099&amp;context=gerontologyinstitute_pubs,",,,,,,,"
,,"Food Insecurity,SNAP,LGBT,CPS-FSS,Citation,NHIS-FSS,Analyzed",Food Insecurity and SNAP Participation in the LGBT Community,https://williamsinstitute.law.ucla.edu/wp-content/uploads/Food-Insecurity-and-SNAP-Participation-in-the-LGBT-Community.pdf,"dataset-026,,,,,,dataset-050,dataset-033"
,,"Food Assistance Programs,SNAP,National School Lunch Program,School Breakfast Program,Food Insecurity,Social Safety Net,Children Food Insecurity,Child Health,FSSM,NonE Tier 1",Food Assistance Programs and Child Health,,"dataset-026,,,,,,,"
,,"Higher Education,Financial Wellness,Undergraduates,Student Financial Wellness Survey,Financial Security,Basic Needs Security,FSSM",Student Financial Wellness Survey: Fall 2018 Semester Results ,https://www.trelliscompany.org/wp-content/uploads/2019/06/Fall-2018-SFWS-Report.pdf,",,,,,,,"
,,"Household Food Insecurity,Chronic Disease,FSSM",Food Insecurity in the Chronic Kidney Disease Population,,",,,,,,,"
,,"Food Security,Ghana,Access to Credit,Household Assets,Household Characteristics,FSSM",Determinants of access to credit and its impact on household food security in Karaga district of the Northern region of Ghana,http://ir.knust.edu.gh/bitstream/123456789/8049/1/ma-Az%20Abdul-Jalil.pdf,",,,,,,,"
,,"Household Food Insecurity,Ontario,Basic Income Guarantee,FSSM",Implications Of A Basic Income Guarantee For Household Food Insecurity,https://proof.utoronto.ca/wp-content/uploads/2017/06/Paper-Tarasuk-BIG-EN-17.06.13-1712.pdf,",,,,,,,"
,,"Food Security,Globalized World,Trade Liberalization,Synthetic Control Approach,FSSM",The Determinants Of Food Security In A Globalized World: Evaluation Of The Effects Of Trade Liberalization With A Synthetic Control Approach,https://air.unimi.it/retrieve/handle/2434/232571/301520/phd_unimi_R09273.pdf,",,,,,,,"
,,"Household Food Insecurity,Children Health,Appalachian Mississippi,FSSM","Food Insecurity And Physical And Mental Health Of Elementary School Children In A Rural, Appalachian Mississippi Community",https://egrove.olemiss.edu/cgi/viewcontent.cgi?article=1590&context=etd,",,,,,,,"
,,"Food Insecurity,Children Food Insecurity,Nonresident Father,Single Mother Households,Child Support,Child Well-Being,Child Poverty,ECLS-FS,PSID-FFSS,Analyzed,FSSM",Nonresident Father Involvement and Childhood Hunger,"https://www.impaqint.com/sites/default/files/files/Nonresident%20Father%20Involvement,%20Final%20Report,%20IMPAQ%20International,%2006JAN2014.pdf","dataset-302,,dataset-303,,,,,"
https://doi.org/10.7936/K7DR2SMW,,"Assets Holdings,Undernutrition,Young children,China Health and Nutrition Survey,Food Insecurity,FSSM",Asset Holdings and Undernutrition of Young Children: Evidence from China Health and Nutrition Survey,https://www.doi.org/https://doi.org/10.7936/K7DR2SMW,",,,,,,,"
,,"Social Assistance,Food Insecurity,Vulnerable,Socio-Demographic Factors,Health Factors,FSSM",Socio-Demographic and Health Factors Associated with Vulnerability to Food Insecurity in Social Assistance Recipients,,",,,,,,,"
,,"Food Insecurity,Canada,Canadian Community Health Survey,Hardships,CPS-FSS,NHANES-FSQ,ECLS-FS,Citation,FSSM",Household Food Insecurity in Canada: Towards an Understanding of Effective Interventions,,",,,dataset-048,,dataset-017,,dataset-033"
,,"Food Security,SNAP,Food Choices,Type 2 Diabetes,CPS-FSS,Citation,FSSM","Electronic Benefit Transfer: Food Choices, Food Insecurity, and Type 2 Diabetes",https://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=2296&context=dissertations,"dataset-026,,,,,,,dataset-033"
,,"Food Insecurity,Food Security,University Students,Austrailia,FSSM",Food security among students at University of Wollongong,https://ro.uow.edu.au/theses/4337,",,,,,,,"
,,"Food Security,South Asia,Bangladesh,Food Access Survey,Rural,Maternal Nutritional Outcomes,Infant Nutritional Outcomes,FSSM",Household Food Insecurity Assessed By The Food Access Survey Tool (Fast) In Rural Bangladesh And Maternal And Infant Nutritional Outcomes,http://jhir.library.jhu.edu/handle/1774.2/40656,",,,,,,,"
,,"Food Security,Probit Model,Multinomial Logit Model,Ordered Probit Regression Model,Migration,FSSM","Three Essays on Migration Decision, Migration Destination Choice, and Food Security: Evidence from Chitwan, Nepal",https://digitalcommons.lsu.edu/gradschool_theses/3572,",,,,,,,"
,,"Household Food Insecurity,Produce Intake,Prince Edward Island,FSSM",Household Food Security and Produce Intake and Behaviors of Adult Mothers Living on Prince Edward Island and Using Family Resource Center Services,https://etd.ohiolink.edu/!etd.send_file?accession=ohiou1408636179&disposition=inline,",,,,,,,"
,,"United States,Poverty,Food Insecurity,Childhood Obesity,FSSM","The Poverty, Food Insecurity, and Childhood Obesity Cycle",,",,,,,,,"
,,"Community Gardens,Farmworker Community,Agriculture,Food Systems,Community Food Security,FSSM","""Wake Up the Knowledge That You Have"": An Assessment of Community Food Security in Fellsmere, Florida",http://scholarcommons.usf.edu/etd/5320,",,,,,,,"
,,"Food Insecurity,Weight Status,Eating Behaviors,Home Food Environment,Meal Planning,Meal Preparation,Perceived Stress,Phoenix Metropolitan Area,FSSM","The Relationship between Food Insecurity and Weight Status, Eating Behaviors, the Home Food Environment, Meal Planning and Preparation, and Perceived Stress in Parents Living in the Phoenix Metropolitan Area",https://pdfs.semanticscholar.org/bbd5/1707c417dd20643088195d6b0313d055940d.pdf,",,,,,,,"
,,"Food Security,Food Supply,Smallholders,Farming,Agricultural Production,Food Storage,Livelihood,Sustainable Development,Uganda,FSSM","The Role of Food Banks in Food Security in Uganda The Case of the Hunger Project Food Bank, Mbale Epicentre",https://www.files.ethz.ch/isn/188544/FULLTEXT01.pdf,",,,,,,,"
,,"Food Security,Agriculture,Developing Countries,Measurement,Impact Evaluations,FSSM",Food Security and Agriculture in Developing Countries: Measurement and hypotheses for impact evaluations,,",,,,,,,"
,,"Adverse Childhood Experiences,Household Instability,Household Food Insecurity,Childhood Stress,Intergenerational Circumstances,Child Hunger,FSSM",Childhood Stress: A Qualitative Analysis of the Intergenerational Circumstances of Child Hunger,http://www.ukcpr.org/Publications/DP2014-13.pdf,",,,,,,,"
,,"Child Poverty,Child Well-Being,Developed Countries,Food Expenditures,Food Security,Food Insecurity Experience Scale,FSSM",Prevalence and Correlates of Food Insecurity among Children across the Globe,,",,,,,,,"
doi:10.2105/AJPH.2015.302712,American journal of public health,"US Adults,Food Insecurity,Cost-Related Medication Underuse,NHIS-FSS,Analyzed,FSSM,NonE Tier 1",Food Insecurity and Cost-Related Medication Underuse Among Nonelderly Adults in a Nationally Representative Sample,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4566547/pdf/AJPH.2015.302712.pdf,",,,,,,dataset-050,"
,,"Low-Income Households,Food Sharing,Household Food Security,SNAP Participation,FoodAPS-FS,Analyzed,FSSM",The Scope and Magnitude of Food Sharing Among U.S. Households: New Evidence from FoodAPS,https://pdfs.semanticscholar.org/459d/17bcc9d85b0b43662f5c162a4aaaf191c898.pdf,"dataset-026,,,,,,,"
,,"Directed Acyclic Graphs,Food Environment,Food Insecurity,Obesity,FoodAPS-FS,Analyzed,FSSM",A Complex Model of Consumer Food Acquisitions: Applying Machine Learning and Directed Acyclic Graphs to the National Household Food Acquisition and Purchase Survey (FoodAPS),https://pdfs.semanticscholar.org/5585/81f3592749ecdba1c2adbb050bc948e9bc08.pdf,",,,,,,,"
