title,dataset,abstract,authors,doi,journal,keywords,adrf_id
Universities' structural commitment to interdisciplinary research,dataset-428,"In recent years, science policy experts have been promoting interdisciplinary research (IDR) in order to foster innovation and address grand scientific challenges. But to date we know little about whether, how, and to what extent universities are committed to fostering this type of research. This paper develops the first measure of university commitment to IDR, which relies on the organizational structuring of research activity into research centers and departments. We extend the previous literature by measuring, rather than assuming, the interdisciplinary nature of research units. Using a large amount of textual data from 157 research universities in the United States, and combining machine learning and confirmatory factor analysis techniques, we develop a continuous and composite measure that taps universities\u2019 structural commitment to IDR. We then examine the commitment exhibited by specific universities and how such commitment varies by university characteristics like size, resources, and region. Results show that the fraction of centers and departments that are interdisciplinary is critical to measuring a university\u2019s structural commitment to IDR and to developing specific research policies aimed at fostering IDR.","Erin Leahey, Sondra N. Barringer, Misty Ring-Ramirez",10.1007/s11192-018-2992-3,Scientometrics,"Machine learning, Independence Day: Resurgence, Confirmatory factor analysis, Text corpus",adrf-000136
University and Department Influences on Scientists' Occupational Outcomes,dataset-370,"Over 50,000 Ph.D. degrees in Science and Engineering (S&E) are awarded annually by United States (U.S.) universities, but few studies have systematically considered how the various aspects of doctoral training can influence the occupational outcomes of S&E doctoral graduates. This inquiry draws from the National Science Foundation’s Scientists and Engineers Statistical Data System to investigate how the characteristics of U.S. degree-granting departments and institutions are associated with doctoral graduates’ entrance into different career sectors (i.e., academia, industry, government). The conceptual framework is based on the Scientific and Technical Human Capital theory (Bozeman et al. in Int J Technol Manag 22(7–8):716–740, 2001) as well as Berger and Milem’s (Higher Education: Handbook of Theory and Research, Agathon Press, New York, 2000) model of college impact. We find that a number of university and department factors are associated with the career choice of S&E doctoral graduates after finishing their Ph.D including: (a) structural characteristics, such as geographic location and faculty composition, (b) organizational behaviors, such as those symbolizing a program’s relative emphasis on traditional academic work versus activities valued in industry, and (c) peer group characteristics such as a department’s proportion of female and minority Ph.D. students. These results will be particularly informative for policy makers, faculty and administrators in S&E programs, and prospective doctoral students.","Jeongeun Kim, Molly Ott, Lindsey Dippold",10.1007/s11162-019-09584-6,Research in Higher Education,"STEM Ph.D. students, Occupational outcomes, College impact, Scientific and Technical Human Capital",adrf-000142
University and Department Influences on ScientistsaTM Occupational Outcomes,dataset-371,"Over 50,000 Ph.D. degrees in Science and Engineering (S&E) are awarded annually by United States (U.S.) universities, but few studies have systematically considered how the various aspects of doctoral training can influence the occupational outcomes of S&E doctoral graduates. This inquiry draws from the National Science Foundations Scientists and Engineers Statistical Data System to investigate how the characteristics of U.S. degree-granting departments and institutions are associated with doctoral graduates entrance into different career sectors (i.e., academia, industry, government). The conceptual framework is based on the Scientific and Technical Human Capital theory (Bozeman et al. in Int J Technol Manag 22(7C8):716C740,?2001) as well as Berger and Milems (Higher Education: Handbook of Theory and Research, Agathon Press, New York,?2000) model of college impact. We find that a number of university and department factors are associated with the career choice of S&E doctoral graduates after finishing their Ph.D including: (a) structural characteristics, such as geographic location and faculty composition, (b) organizational behaviors, such as those symbolizing a programs relative emphasis on traditional academic work versus activities valued in industry, and (c) peer group characteristics such as a departments proportion of female and minority Ph.D. students. These results will be particularly informative for policy makers, faculty and administrators in S&E programs, and prospective doctoral students.","Jeongeun Kim, Molly Ott, Lindsey Dippold",10.1007/s11162-019-09584-6,Research in Higher Education,"STEM Ph.D. students, Occupational outcomes, College impact, Scientific and Technical, Human Capital ",adrf-000144
"Using Database Linkages to Measure Innovation, Commercialization, and Survival of Small Businesses",dataset-428,"Here, we report the results of an outcomes evaluation of the Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) Programs at the National Institute of General Medical Sciences (NIGMS). Since the programs' inception, assessments of the SBIR/STTR programs at several federal agencies have utilized surveys of former grantees as the primary source of data. Response rates have typically been low, making non-response bias a potential threat to the validity of some of these studies' results. Meanwhile, the availability of large publicly-available datasets continues to grow and methods of text mining and linking databases continue to improve. By linking NIGMS grant funding records, U.S. Patent and Trademark Office data, and business intelligence databases, we explored innovation, commercialization and survival for recipients of NIGMS SBIR/STTR funding. In doing so, we were able to more completely assess several key outcomes of the NIGMS SBIR/STTR program. Our evaluation demonstrated that the NIGMS program performed above baseline expectations along all dimensions, and comparably to other federal agency SBIR/STTR grant programs. In addition, we show that the use of extant data increasingly is a viable, less expensive, and more reliable approach to gathering data for evaluation studies.","James Onken, Andrew C Miklos, Travis F Dorsey, Richard Aragon, Anna Maria Calcagno",10.1016/j.evalprogplan.2019.101710,Evaluation and Program Planning,,adrf-000136
What's Money Got to Do with It? An Examination of the Relationships between Sources of Financial Support and the Post-Graduation Career Plans of Latina and Latino Doctoral Students in the Social Sciences,dataset-370,"More Latina and Latino faculty members are needed to mentor Latina and Latino students, as well as diversify academic research, and improve campus racial climates and retention of minority faculty members. This paper focuses on the sources of financial support that can facilitate access to faculty careers. I use multinomial logistic estimation and predicted probabilities to examine relationships between various sources of financial support (e.g., assistantships) and Latina and Latino social scientists' post-graduation plans. Plots of predicted probabilities show that the relationships between sources of support and Latina and Latinos' post-graduation plans are similar among other racial and ethnic groups.",Frank Fernandez,10.1353/rhe.2019.0093,The Review of Higher Education,,adrf-000142
WHO'S PATENTING IN THE UNIVERSITY? EVIDENCE FROM THE SURVEY OF DOCTORATE RECIPIENTS,dataset-371,"We use the Survey of Doctorate Recipients to examine the question of who in US universities is patenting. Because standard methods of estimation are not directly applicable, we use a zero-inflated negative binomial model to estimate the patent equation, using instruments for the number of articles to avoid problems of endogeneity. We also estimate the patent model using the generalized method of moments estimation of count data models with endogenous regressors. We find work context and field to be important predictors of the number of patent applications. We also find patents to be positively and significantly related to the number of publications. This finding is robust to the choice of instruments and method of estimation. The cross-sectional nature of the data preclude an examination of whether a trade-off exists between publishing and patenting, holding individual characteristics constant over time. But the strong cross-sectional correlation that we find does not suggest that commercialization has come at the expense of placing knowledge in the public domain."",","Paula E. Stephan, Shiferaw Gurmu, Albert J. Sumell, Grant C. Black",10.1080/10438590600982806,Economics of Innovation and New Technology,"Academic research productivity, Patenting, Publishing, Technology transfer, Count data models, BayhCDole Act",adrf-000144
Who's Teaching the Teachers? Evidence from the National Survey of Postsecondary Faculty and the Survey of Earned Doctorates,dataset-370,"In light of a documented shortage of candidates for teacher education faculty positions, this study explores the academic labor market for teacher education faculty utilizing data from the National Survey on Postsecondary Faculty and the Survey of Earned Doctorates. The study sheds light on the factors that predict who becomes a faculty member in teacher education.","Lisa Wolf-Wendel,Bruce D. Baker,Susan B. Twombly,Nona F. Tollefson,Marc C. Mahlios",10.1086/498997,American Journal of Education,,adrf-000142
Why foreign STEM PhDs are unlikely to work for US technology startups,"dataset-371, dataset-370","Visa policies to retain United States-trained STEM PhDs are of central importance to national innovation and economic competitiveness. There is also growing interest in \""startup\"" visas that stimulate entrepreneurial activity and job creation, particularly in technology sectors. However, there is little understanding of how visa policies might influence foreign PhDs' employment in technology startups. This study investigates differences between 2,324 foreign and US PhDs from US research universities using a longitudinal survey of individuals' preferences and characteristics during graduate school and their subsequent employment in a startup or established firm. Among PhDs whose first job is industrial research & development, 15.8% of US PhDs work in a startup compared with 6.8% of foreign PhDs. Foreign PhDs are as likely as US PhDs to apply to and receive offers for startup jobs, but conditional on receiving an offer, they are 56% less likely to work in a startup. This disparity is partially explained by differences in visa sponsorship between startups and established firms and not by foreign PhDs' preferences for established firm jobs, risk tolerance, or preference for higher pay. Foreign PhDs who first work in an established firm and subsequently receive a green card are more likely to move to a startup than another established firm, suggesting that permanent residency facilitates startup employment. These findings suggest that US visa policies may deter foreign PhDs from working in startups, thereby restricting startups' access to a large segment of the STEM PhD workforce and impairing startups' ability to contribute to innovation and economic growth."",","Michael Roach, John David Skrentny, ",10.1073/pnas.1820079116,Proceedings of the National Academy of Sciences,"Occupations, Policy, Universities, Green Card","adrf-000142, adrf-000144"
Why the US science and engineering workforce is aging rapidly,dataset-371,"The science and engineering workforce has aged rapidly in recent years, both in absolute terms and relative to the workforce as a whole. This is a potential concern if the large number of older scientists crowds out younger scientists, making it difficult for them to establish independent careers. In addition, scientists are believed to be most creative earlier in their careers, so the aging of the workforce may slow the pace of scientific progress. We develop and simulate a demographic model, which shows that a substantial majority of recent aging is a result of the aging of the large baby boom cohort of scientists. However, changes in behavior have also played a significant role, in particular, a decline in the retirement rate of older scientists, induced in part by the elimination of mandatory retirement in universities in 1994. Furthermore, the age distribution of the scientific workforce is still adjusting. Current retirement rates and other determinants of employment in science imply a steady-state mean age 2.3 y higher than the 2008 level of 48.6.","David M. Blau, Bruce A. Weinberg",10.1073/pnas.1611748114,Proceedings of the National Academy of Sciences,"Aging, Demography, Universities, Excretory function, Mandatory - HL7DefinedRoseProperty",adrf-000144
Women in Academic Science: A Changing Landscape,dataset-371,"Much has been written in the past two decades about women in academic science careers, but this literature is contradictory. Many analyses have revealed a level playing field, with men and women faring equally, whereas other analyses have suggested numerous areas in which the playing field is not level. The only widely-agreed-upon conclusion is that women are underrepresented in college majors, graduate school programs, and the professoriate in those fields that are the most mathematically intensive, such as geoscience, engineering, economics, mathematics/computer science, and the physical sciences. In other scientific fields (psychology, life science, social science), women are found in much higher percentages. In this monograph, we undertake extensive life-course analyses comparing the trajectories of women and men in math-intensive fields with those of their counterparts in non-math-intensive fields in which women are close to parity with or even exceed the number of men. We begin by examining early-childhood differences in spatial processing and follow this through quantitative performance in middle childhood and adolescence, including high school coursework. We then focus on the transition of the sexes from high school to college major, then to graduate school, and, finally, to careers in academic science. The results of our myriad analyses reveal that early sex differences in spatial and mathematical reasoning need not stem from biological bases, that the gap between average female and male math ability is narrowing (suggesting strong environmental influences), and that sex differences in math ability at the right tail show variation over time and across nationalities, ethnicities, and other factors, indicating that the ratio of males to females at the right tail can and does change. We find that gender differences in attitudes toward and expectations about math careers and ability (controlling for actual ability) are evident by kindergarten and increase thereafter, leading to lower female propensities to major in math-intensive subjects in college but higher female propensities to major in non-math-intensive sciences, with overall science, technology, engineering, and mathematics (STEM) majors at 50% female for more than a decade. Post-college, although men with majors in math-intensive subjects have historically chosen and completed PhDs in these fields more often than women, the gap has recently narrowed by two thirds; among non-math-intensive STEM majors, women are more likely than men to go into health and other people-related occupations instead of pursuing PhDs. Importantly, of those who obtain doctorates in math-intensive fields, men and women entering the professoriate have equivalent access to tenure-track academic jobs in science, and they persist and are remunerated at comparable rates-with some caveats that we discuss. The transition from graduate programs to assistant professorships shows more pipeline leakage in the fields in which women are already very prevalent (psychology, life science, social science) than in the math-intensive fields in which they are underrepresented but in which the number of females holding assistant professorships is at least commensurate with (if not greater than) that of males. That is, invitations to interview for tenure-track positions in math-intensive fields-as well as actual employment offers-reveal that female PhD applicants fare at least as well as their male counterparts in math-intensive fields. Along these same lines, our analyses reveal that manuscript reviewing and grant funding are gender neutral: Male and female authors and principal investigators are equally likely to have their manuscripts accepted by journal editors and their grants funded, with only very occasional exceptions. There are no compelling sex differences in hours worked or average citations per publication, but there is an overall male advantage in productivity. We attempt to reconcile these results amid the disparate claims made regarding their causes, examining sex differences in citations, hours worked, and interests. We conclude by suggesting that although in the past, gender discrimination was an important cause of women's underrepresentation in scientific academic careers, this claim has continued to be invoked after it has ceased being a valid cause of women's underrepresentation in math-intensive fields. Consequently, current barriers to women's full participation in mathematically intensive academic science fields are rooted in pre-college factors and the subsequent likelihood of majoring in these fields, and future research should focus on these barriers rather than misdirecting attention toward historical barriers that no longer account for women's underrepresentation in academic science."",","Stephen J Ceci, Donna K Ginther, Shulamit Kahn, Wendy M. Williams",10.1177/1529100614541236,Psychological Science in the Public Interest,"Sex Characteristics, Social Sciences, Biological Science Disciplines, Productivity, Earth Sciences, Extravasation",adrf-000144
YOUNG STARS IN ECONOMICS: WHAT THEY DO AND WHERE THEY GO,dataset-370,"We construct a data set of job flyouts for junior economists between 2013 and 2018 to investigate three aspects of the market for  201 stars. First, what is the background of students who become stars? Second, what type of research does the top of the market demand? Third, where do these students take jobs? Among other results, we show that stars are more likely to be international and male than PhDs overall, that theoretical and semi-theoretical approaches remain dominant, that American programs both produce the most stars and hire even more, that almost none are hired by the private sector, and that there is a strong shift toward having pre-PhD full-time academic research jobs. (JEL A11, A12, A23, J24)",Kevin A. Bryan,10.1111/ecin.12762,Economic Inquiry,,adrf-000142
Proximity and Economic Activity: An Analysis of Vendor-University Transactions,dataset-425,"This paper uses transaction-based data to provide new insights into the link between the geographic proximity of businesses and associated economic activity. It develops two new measures of, and a set of stylized facts about, the distances between observed transactions between customers and vendors for a research intensive sector. Spending on research inputs is more likely with businesses physically closer to universities than those further away. Firms supplying a university project in one year are more likely to subsequently open an establishment near that university. Vendors who have supplied a project, are subsequently more likely to be a vendor on the same or related project.","Nathan Goldschlag, Julia Lane, Bruce Weinberg and Nikolas Zolas",10.1111/jors.12397,Journal of Regional Science,,adrf-000141
Why the US science and engineering workforce is aging rapidly,dataset-371,"The science and engineering workforce has aged rapidly in recent years, both in absolute terms and relative to the workforce as a whole. This is a potential concern if the large number of older scientists crowds out younger scientists, making it difficult for them to establish independent careers. In addition, scientists are believed to be most creative earlier in their careers, so the aging of the workforce may slow the pace of scientific progress. We develop and simulate a demographic model, which shows that a substantial majority of recent aging is a result of the aging of the large baby boom cohort of scientists. However, changes in behavior have also played a significant role, in particular, a decline in the retirement rate of older scientists, induced in part by the elimination of mandatory retirement in universities in 1994. Furthermore, the age distribution of the scientific workforce is still adjusting. Current retirement rates and other determinants of employment in science imply a steady- state mean age 2.3 y higher than the 2008 level of 48.6.",David Blau and Bruce A. Weinberg,10.1073/pnas.1611748114,PNAS,,adrf-000144
STEM Training and Early Career Outcomes of Female and Male Graduate Students: Evidence from UMETRICS Data Linked to the 2010 Census,dataset-425,"Women are underrepresented in science and engineering, with the underrepresentation increasing in career stage. We analyze gender differences at critical junctures in the STEM pathway–graduate training and the early career–using UMETRICS administrative data matched to the 2010 Census and W-2s. We find strong gender separation in teams, although the effects of this are ambiguous. While no clear disadvantages exist in training environments, women earn 10% less than men once we include a wide range of controls, most notably field of study. This gap disappears once we control for women’s marital status and presence of children.","Catherine Buffington, Benjamin Cerf, Christina Jones, and Bruce A. Weinberg",10.1257/aer.p20161124,American Economic Review ,,adrf-000141
Wrapping it up in a person: Examining employment and earnings outcomes for Ph.D. recipients,dataset-425,"In evaluating research investments, it is important to establish whether the expertise gained by researchers in conducting their projects propagates into the broader economy. For eight universities, it was possible to combine data from the UMETRICS project, which provided administrative records on graduate students supported by funded research, with data from the U.S. Census Bureau. The analysis covers 2010–2012 earnings and placement outcomes of people receiving doctorates in 2009–2011. Almost 40% of supported doctorate recipients, both federally and nonfederally funded, entered industry and, when they did, they disproportionately got jobs at large and high-wage establishments in high-tech and professional service industries. Although Ph.D. recipients spread nationally, there was also geographic clustering in employment near the universities that trained and employed the researchers. We also show large differences across fields in placement outcomes.","Nikolas Zolas, Nathan Goldschlag, Ron Jarmin, Paula Stephan, Jason Owen- Smith, Rebecca F. Rosen, Barbara McFadden Allen, Bruce A. Weinberg, Julia I. Lane",10.1126/science.aac5949,Science,,adrf-000141
"New linked data on research investments: Scientific workforce, productivity, and public value",dataset-425,"Longitudinal micro-data derived from transaction level information about wage and vendor payments made by Federal grants on multiple US campuses are being developed in a partnership involving researchers, university administrators, representatives of Federal agencies, and others. This paper describes the UMETRICS data initiative that has been implemented under the auspices of the Committee on Institutional Cooperation. The resulting data set reflects an emerging conceptual framework for analyzing the process, products, and impact of research. It grows from and engages the work of a diverse and vibrant community. This paper situates the UMETRICS effort in the context of research evaluation and ongoing data infrastructure efforts in order to highlight its novel and valuable features. Refocusing data construction in this field around individuals, networks, and teams offers dramatic possibilities for data linkage, the evaluation of research investments, and the development of rigorous conceptual and empirical models. Two preliminary analyses of the scientific workforce and network approaches to characterizing scientific teams ground a discussion of future directions and a call for increased community engagement.","Julia I. Lane, Jason Owen-Smith, Rebecca F. Rosen, and Bruce A. Weinberg",,,,adrf-000141
Science Funding and Short-Term Economic Activity,dataset-425,"There is considerable interest among policy-makers in documenting short-term effects of science funding. A multiyear scientific journey that leads to long-term fruits of research, such as a moon landing, is more tangible if there is visible nearer-term activity, such as the presence of astronauts. Yet systematic data on such activities have not heretofore existed. The only source of information for describing the production of most science is surveys that have been called “a rough estimate, frequently based on unexamined assumptions that originated years earlier.","Bruce A. Weinberg, Jason Owen-Smith, Rebecca F. Rosen, Lou Schwarz, Barbara McFadden Allen, Roy E. Weiss, Julia Lane",10.1126/science.1250055,Science,,adrf-000141
Doctorate Recipients from U.S. Universities - 2018,dataset-370,"The American system of doctoral education is widely
considered to be among the world’s best, as evidenced by
the large number of international students—many of them
among the top students in their countries—who choose
to pursue doctoral degrees at U.S. universities. Doctorate
recipients begin careers in large and small organizations,
teach in universities, and start new businesses. Doctoral
education develops human resources that are critical to
a nation’s progress—scientists, engineers, researchers,
and scholars who create and share new knowledge and
new ways of thinking that lead, directly and indirectly, to
innovative products, services, and works of art. In doing
so, they contribute to a nation’s economic growth, cultural
development, and rising standard of living.
Annual counts of doctorate recipients from U.S. universities
are measures of the incremental investment in human
resources devoted to science, engineering, research, and
scholarship, and they can serve as leading indicators of
the capacity for knowledge creation and innovation in
various domains. Changes in this population over time—
including increased representation of women, minorities,
and foreign nationals; emergence of new fields of study;
time it takes to complete doctoral study; expansion of the
postdoctoral pool; academic employment opportunities
after graduation; and education-related debt—reflect
political, economic, social, technological, and demographic
trends. Understanding these connections is necessary to
make informed improvements in this country’s doctoral
education system.
The continued preeminence of U.S. doctoral education is
not assured. Other nations, recognizing the contributions
doctorate recipients make to economies and cultures, are
investing heavily in doctoral education. The world’s brightest
students, including U.S. citizens, may go elsewhere for the
doctoral degree, and they may begin careers elsewhere as
well. Monitoring the number of degrees awarded in science
and engineering fields is an important part of the mission
of the National Center for Science and Engineering Statistics
(NCSES) within the National Science Foundation (NSF). The
Survey of Earned Doctorates (SED) and this report contribute
toward that goal.","Jaquelina Falkenheim,Kelly Kang,Emilda B. Rivers,Vipin Arora,Samson Adeshiyan,John Finamore,Mark Fiegener, Darius
Singpurwalla,John Jankowski, Karen Hamrick, Josh Trapani",,Survey of Earned Doctorates,,adrf-000142
Doctorate Recipients from U.S. Universities - 2017,dataset-370,"The American system of doctoral education is widely considered to be among the world’s best, as evidenced
by the large and growing number of international students over time—many of them among the top students
in their countries—who choose to pursue the doctoral degree at U.S. universities. But the continued
preeminence of U.S. doctoral education is not assured. Other nations, recognizing the contributions doctorate
recipients make to economies and cultures, are investing heavily in doctoral education. The world’s brightest
students, including U.S. citizens, may go elsewhere for the doctoral degree, and they may begin careers elsewhere
as well. Monitoring the number of degrees awarded in science and engineering fields is an important part of the
mission of the National Center for Science and Engineering Statistics within the National Science Foundation. The
Survey of Earned Doctorates and this report contribute toward that goal.
Annual counts of doctorate recipients from U.S. universities are measures of the incremental investment in
human resources devoted to science, engineering, research, and scholarship, and they can serve as leading
indicators of the capacity for knowledge creation and innovation in various domains. The changing characteristics
of this population over time—including the increased representation of women, minorities, and foreign nationals;
emergence of new fields of study; time it takes to complete doctoral study; expansion of the postdoctoral pool;
academic employment opportunities after graduation; and patterns of postgraduate interstate mobility—reflect
political, economic, social, technological, and demographic trends and events. Understanding the connections
between these larger forces and the number and characteristics of doctorate recipients is necessary to make
informed improvements in this country’s doctoral education system.
Doctorate recipients begin careers in large and small organizations, teach in universities, and start new businesses.
Doctoral education develops human resources that are critical to a nation’s progress—scientists, engineers,
researchers, and scholars who create and share new knowledge and new ways of thinking that lead, directly and
indirectly, to innovative products, services, and works of art. In doing so, they contribute to a nation’s economic
growth, cultural development, and rising standard of living.","Jaquelina Falkenheim,Emilda Rivers, John
Finamore, Samson Adeshiyan, Kelly Kang,Amy Burke, Karen
Hamrick, Derek Hill, Francisco Moris, Darius
Singpurwalla",,Survey of Earned Doctorates,,adrf-000142
Doctorate Recipients from U.S. Universities - 2016,dataset-370,"The American system of doctoral education is widely considered to be among the world’s best, as
evidenced by the large and growing number of international students each year—many of them
among the top students in their countries—who choose to pursue the doctoral degree at U.S.
universities. But the continued preeminence of U.S. doctoral education is not assured. Other nations,
recognizing the contributions doctorate recipients make to economies and cultures, are investing heavily
in doctoral education. Unless doctoral education in the United States continues to improve, the world’s
brightest students, including U.S. citizens, may go elsewhere for the doctoral degree, and they may begin
careers elsewhere as well. Monitoring the number of degrees awarded in science and engineering fields is
an important part of the mission of the National Center for Science and Engineering Statistics within the
National Science Foundation. The Survey of Earned Doctorates and this report contribute toward that goal.
Annual counts of doctorate recipients from U.S. universities are measures of the incremental investment
in human resources devoted to science, engineering, research, and scholarship, and they can serve as
leading indicators of the capacity for knowledge-creation and innovation in various domains. The changing
characteristics of this population over time—including the increased representation of women, minorities,
and foreign nationals; emergence of new fields of study; time it takes to complete doctoral study; expansion
of the postdoctoral pool; reduced academic employment opportunities after graduation; and changed
age distribution—reflect political, economic, social, technological, and demographic trends and events.
Understanding the connections between these larger forces and the number and characteristics of doctorate
recipients is necessary to make informed improvements in this country’s doctoral education system.
Doctorate recipients begin careers in large and small organizations, teach in universities, and start new
businesses. Doctoral education develops human resources that are critical to a nation’s progress—scientists,
engineers, researchers, and scholars who create and share new knowledge and new ways of thinking that
lead, directly and indirectly, to innovative products, services, and works of art. In doing so, they contribute to
a nation’s economic growth, cultural development, and rising standard of living.","Mark Fiegener,Karen Hamrick, Emilda Rivers, John
Gawalt, John Finamore, Lynn Milan,Ipek Bilgen, Marietta Bowman, Matthew
Deihl, Mireya Dominguez, Zachary Gebhardt, Brianna
Groenhout, Isabel Guzman-Barron, Sarah Hernandez,
Tom Hoffer, Cameron Koch, Mary Ann Latter, Stephen
Schacht, Scott Sederstrom, Ed Sipulski, Kristy Webber,Christopher Wong",,Survey of Earned Doctorates,,adrf-000142
Doctorate Recipients from U.S. Universities - 2015,dataset-370,"The American system of doctoral education is widely considered to be among the world’s best,
as evidenced by the large and growing number of international students each year—many
of them among the top students in their countries—who choose to pursue the doctoral
degree at U.S. universities. But the continued preeminence of U.S. doctoral education is not
assured. Other nations, recognizing the contributions doctorate recipients make to economies and
cultures, are investing heavily in doctoral education. Unless doctoral education in the United States
continues to improve, the world’s brightest students, including U.S. citizens, may go elsewhere for
the doctoral degree, and they may begin careers elsewhere as well.
Annual counts of doctorate recipients are measures of the incremental investment in human
resources devoted to science, engineering, research, and scholarship, and they can serve as leading
indicators of the capacity for knowledge-creation and innovation in various domains. The
changing characteristics of this population over time—including the increased representation
of women, minorities, and foreign nationals; emergence of new fields of study; time it takes to
complete doctoral study; expansion of the postdoctoral pool; and reduced academic employment
opportunities after graduation—reflect political, economic, social, technological, and demographic
trends and events. Understanding the connections between these larger forces and the number and
characteristics of doctorate recipients is necessary to make informed improvements in this country’s
doctoral education system.
Doctorate recipients begin careers in large and small organizations, teach in universities, and
start new businesses. Doctoral education develops human resources that are critical to a nation’s
progress—scientists, engineers, researchers, and scholars who create and share new knowledge and
new ways of thinking that lead, directly and indirectly, to innovative products, services, and works
of art. In doing so, they contribute to a nation’s economic growth, cultural development, and rising
standard of living."," Jennifer Sutton,
Ted Socha, Frank Shaw, Mark
Fiegener,Emilda
Rivers, John Gawalt, Lynn Milan, Ipek Bilgen, Marietta Bowman, Matthew
Deihl, Mireya Dominguez, Zachary Gebhardt, Brianna
Groenhout, Isabel Guzman-Barron, Sarah Hernandez,
Tom Hoffer, Mary Ann Latter, Stephen Schacht, Scott
Sederstrom, Ed Sipulski, Kristy Webber",,Survey of Earned Doctorates,,adrf-000142
Doctorate Recipients from U.S. Universities - 2014,dataset-370,"The American system of doctoral education is widely considered to be among the world’s best,
as evidenced by the large and growing number of international students each year—many
of them among the top students in their countries—who choose to pursue the doctoral
degree at U.S. universities. But the continued preeminence of U.S. doctoral education is not
assured. Other nations, recognizing the contributions doctorate recipients make to economies and
cultures, are investing heavily in doctoral education. Unless doctoral education in the United States
continues to improve, the world’s brightest students, including U.S. citizens, may go elsewhere for
the doctoral degree, and they may begin careers elsewhere as well.
Annual counts of doctorate recipients are measures of the incremental investment in human
resources devoted to science, engineering, research, and scholarship, and they can serve as leading
indicators of the capacity for knowledge-creation and innovation in various domains. The
changing characteristics of this population over time—including the increased representation
of women, minorities, and foreign nationals; emergence of new fields of study; time it takes to
complete doctoral study; expansion of the postdoctoral pool; and reduced academic employment
opportunities after graduation—reflect political, economic, social, technological, and demographic
trends and events. Understanding the connections between these larger forces and the number and
characteristics of doctorate recipients is necessary to make informed improvements in this country’s
doctoral education system.
Doctorate recipients begin careers in large and small organizations, teach in universities, and
start new businesses. Doctoral education develops human resources that are critical to a nation’s
progress—scientists, engineers, researchers, and scholars who create and share new knowledge and
new ways of thinking that lead, directly and indirectly, to innovative products, services, and works
of art. In doing so, doctorate recipients contribute to a nation’s economic growth, cultural development, and rising standard of living."," Jennifer Sutton,
Ted Socha, Frank Shaw,  Joanne Brosh, Mark Fiegener, Lynn Milan,Emilda Rivers, John Gawalt, Jeri Mulrow, Ipek Bilgen, Marietta Bowman, Matthew
Deihl, Mireya Dominguez, Zachary Gebhardt, Brianna
Groenhout, Isabel Buzman-Barron, Sarah Hernandez,
Tom Hoffer, Mary Ann Latter, Stephen Schacht, Scott
Sederstrom, Ed Sipulski, risty Webber",,Survey of Earned Doctorates,,adrf-000142
